Featured,Track,Name1,JobTitle1,Company1,Name2,JobTitle2,Company2,Title,Abstract,LinkedIn1,Twitter1,LinkedIn2,Twitter2,Slides,Picture,YouTube,Keywords,Duration
No,ai,Natalia Drazhnik,Product owner,Zeal Capital Market,,,,Leveraging AI for a Customer-Centric Strategy: Transforming Brand Reputation Management through AI-Driven Social Media Monitoring and Analysis,"AI is reshaping brand reputation management by turning social media data into actionable insights. My talk explores leveraging AI for sentiment analysis and trend detection to enhance customer engagement and build a reputation-focused, customer-first strategy.",https://www.linkedin.com/in/natalia-drazhnik-367a21171/,,,,,Natalia Drazhnik_iot.png,,"ai,strategy,social",
No,ai,Andrei Alekseev,CMO,Weltrade,,,,Innovating FinTech: Leveraging AI for Transformative Financial Solutions,"Discover how AI is revolutionizing FinTech! Join Andrei Alekseev as he shares cutting-edge AI strategies that are transforming marketing, customer service, and financial operations.",https://www.linkedin.com/in/andreialekseev/,,,,,Andrei Alekseev_iot.png,,"ai,fintech,financial",
No,ai,Chirag Gajiwala,Member Of Technical Staff,Nutanix,,,,"Pioneering AI Frontiers: Deep Learning's Transformative Impact on Reinforcement Learning, Generative Models, and Cybersecurity","Explore the cutting-edge of AI as we dive into how deep learning is revolutionizing industries! From AlphaGo's mastery in games to GANs crafting ultra-realistic images and AI-powered cybersecurity breakthroughs, discover innovations reshaping our future and driving advancements in tech",https://www.linkedin.com/in/chiraggajiwala/,,,,,Chirag Gajiwala_iot.png,,"ai,deep,cybersecurity",
No,ai,Naga Praneeth Yerram,Unified Communications Engineer,Informatica,,,,The Future of IoT and Unified Communications: AI-Driven Connectivity Enhancements,"Discover how AI and IoT are revolutionizing Unified Communications! From predictive call routing to real-time transcription, learn how these cutting-edge technologies are transforming industries, enhancing collaboration, and driving seamless, automated communication ecosystems.",https://www.linkedin.com/in/praneethy/,,,,,Naga Praneeth Yerram_iot.png,,"ai,communication",
No,ai,Sudeep Meduri,Senior Software Engineer,Google,,,,"The Convergence of AI and IoT in Fintech: Revolutionizing Security, Personalization, and Compliance","Discover how the fusion of AI and IoT is reshaping fintech! From real-time fraud detection to smarter investments and automated compliance, explore cutting-edge innovations driving security, personalization, and efficiency. Learn how AI and IoT are unlocking the future of finance—don’t miss it!",https://www.linkedin.com/in/sudeepmeduri/,,,,,Sudeep Meduri_iot.png,,"ai,fintech",
No,ai,Kartheek Medhavi Penagamuri Shriram,Senior Software Engineer,Microsoft,,,,Enhancing IoT Development with AI-Powered Tools: Revolutionizing Productivity and Innovation,"Unlock the future of IoT development with AI-powered tools that supercharge productivity! Learn how AI assistants, like GitHub Copilot, can accelerate your coding and optimize real-time IoT systems. Discover strategies for leveraging AI to innovate faster and solve complex IoT challenges.",,,,,,astronaut_iot.png,,"ai,development",
No,analytics,Amanda Hunter,Global ABM Web Experience Manager,Salesforce,,,,Maximising IoT Product Adoption Through Targeted Web Experiences,Drive IoT success with tailored web experiences! Discover how customizing online touchpoints for varied customer segments boosts product adoption and retention. Join me to uncover actionable insights that transform IoT launches into thriving ecosystems.,https://www.linkedin.com/in/amandahunterwebdev/,,,,,Amanda Hunter_iot.png,,"product,web",
No,analytics,Akshat Kapoor,Director Product Management,Alcatel-Lucent Enterprise,,,,Real-Time Analytics in IIoT: Transforming Data Into Decisions,"Unlock the future of industry with 'Real-time Analytics in IIoT: Transforming Data into Decisions.' Discover how real-time data from connected devices powers predictive maintenance, optimizes production, and minimizes downtime—driving smarter, faster decisions that keep your business ahead.",https://www.linkedin.com/in/akshat-kapoor-642a451/,,,,,Akshat Kapoor_iot.png,,"analytics,iiot",
No,analytics,Karthik Mallapragada Gurunadha,Product Manager - Retail Media Measurement,AB InBev,,,,Measuring eCommerce Media Performance,"Understand how a global CPG firm standardized measuring its eCommerce media spend regardless of market, retailer, brand and even data available.",https://www.linkedin.com/in/karthik-mg/,,,,,Karthik Mallapragada Gurunadha_iot.png,,"ecommerce,media,performance",
No,analytics,Maksim Kariagin,Data Science Lead,Metyis,,,,Predicting and Mitigating Emergency Situations on the Roads: A Data-Driven Approach,"Predicting road emergencies saves lives. In this session, learn how IoT and data science combine to forecast incidents, optimize responses, and enhance road safety. Explore how sensor data, real-time analytics, and ML models can create smarter, safer transportation systems.",https://linkedin.com/in/maksim-karyagin/,,,,,Maksim Kariagin_iot.png,,"data,road,emergency",
No,analytics,Nimit Bhardwaj,Product Manager,Booking.com,,,,Building Analytics Products for the IoT Era: Turning Data into Actionable Insights,"Turn IoT data into actionable insights! Learn how to design analytics products that address IoT-specific challenges like real-time data, scalability, and integration. This session will equip you with tools to harness IoT’s potential, delivering meaningful solutions that drive business success.",https://www.linkedin.com/in/nimitbh/,,,,,Nimit Bhardwaj_iot.png,,"analytics,data",
No,analytics,Robin Sarkar,Director of Analytics & Digital,Enstall,,,,Empowering Organizations with Data Portals: Unlocking Self-Service Analytics for Smarter Decisions,"Discover how data portals revolutionize decision-making by enabling seamless, self-service analytics for everyone—no technical skills required. Learn to enhance collaboration, boost efficiency by 25%, and drive insights faster with centralized, accessible data.",https://www.linkedin.com/in/imrobinsarkar/,,,,,Robin Sarkar_iot.png,,"data,analytics,portal",
No,analytics,Prashanth Kora,Cloud Database Engineer,Centene Corporation,,,,"Optimizing IoT Data Management: Harnessing Cloud Database Systems for Scalability, Cost-Efficiency, and Security","Unlock the power of cloud databases to revolutionize IoT data management! Learn how scalability and security can transform your IoT operations. Discover real-world case studies, key trends, and actionable strategies to harness cloud tech and stay ahead in the fast-evolving IoT landscape!",https://www.linkedin.com/in/prashanth-reddy-k-161535157/,,,,,astronaut_iot.png,,"cloud,database",
No,automation,Ben Savage,CEO,Veritas Automata,,,,From the Top: Mastering the DevOps Machine Learning Pipeline for Unrivaled Innovation - A CEO's Perspective on Cool DevOps,"From a CEO's perspective, integrating DevOps with machine learning pipelines is key to strategic advantage, driving innovation, market agility, and operational efficiency. This presentation underscores real-world successes and views DevOps as crucial for future business growth.",https://www.linkedin.com/in/ben-savage-0700b21/,,,,,Ben Savage_iot.png,,"devops,ml,pipeline",
No,automation,Kowsick Venkatachalapathi,Vice President of Software Development,BNY,,,,Transforming Workflow Automation: Leveraging AI and Machine Learning for Enhanced Efficiency and Intelligent Decision-Making,"Unlock the future of efficiency with AI-driven workflow automation! Discover how AI/ML boosts productivity, slashes human intervention, and powers smarter decisions with predictive analytics, NLP, and dynamic adaptability. Learn actionable strategies to transform operations across industries!",https://www.linkedin.com/in/kowsick/,,,,,Kowsick Venkatachalapathi_iot.png,,"ai,ml,workflow",
No,automation,Maksim Lykov,Software Engineer,Google,,,,IT Revolution in the automotive business,"IT and IoT are transforming automotive—creating smart, connected vehicles and revolutionizing production. From predictive maintenance to enhanced safety and customer personalization, the IT revolution is reshaping the industry, driving efficiency, and redefining the driver experience.",https://www.linkedin.com/in/maxim-lykov/,,,,,Maksim Lykov_iot.png,,"it,automotive,business",
No,automation,Parth Menon,Software Engineer,Meta,,,,Building Solutions for Crisis Management: The Contact Tracing Journey at SAP Labs,"Whether you're an IoT developer, product manager, or technology strategist, this story will inspire new approaches to crisis management through technology.",https://www.linkedin.com/in/parthmenon,,,,,Parth Menon_iot.png,,"crisis,management",
No,automation,Saili Krishna Maliye,Tools and Automation Engineer,Apple,,,,Mastering Cloud and Serverless Automation: The SDET’s Guide to Success,"Unlock the future of testing with cloud and serverless automation! This talk equips SDETs with practical strategies to validate APIs, test infrastructure, and tackle performance issues. With Java demos, you’ll learn what works, what to avoid, and how to build scalable, high-quality apps confidently.",,,,,,astronaut_iot.png,,"cloud,automation,sdet",
No,cloud,Babita Kumari,Senior Software Engineer,Microsoft,,,,Revolutionizing IoT Ecosystems with AI-Driven Cloud Architectures: A Blueprint for Operational Excellence,"Discover how AI is transforming IoT ecosystems! Learn to cut costs by 42%, boost efficiency by 53%, and secure networks with 99.7% accuracy. Real-world case studies, hybrid cloud strategies, and cutting-edge innovations await. Unlock the future of IoT with actionable insights and a proven blueprint!",https://www.linkedin.com/in/babita-kumari/,,,,,Babita Kumari_iot.png,,"cloud,ai",
No,cloud,Chris Engelbert,Chief Developer Advocate,simplyblock,,,,PostgreSQL on Kubernetes: Dos and Don'ts,"Running a database in Kubernetes isn’t easy. That’s true for PostgreSQL itself. Optimizing it for performance and latency is even harder. Let’s find the Dos and Don’ts for Postgres on Kubernetes. And yes, there is more than using an operator, but it's a good start.",https://www.linkedin.com/in/noctarius/,noctarius2k,,,,Chris Engelbert_iot.png,,"kubernetes,postgresql,cluster",
No,cloud,Guillermo Ruiz,Senior Developer Advocate,AWS,,,,Building the Largest Raspberry Pi Kubernetes PostgreSQL Cluster,"Unleashing the power of 63 Raspberry Pis in a Kubernetes-managed PostgreSQL cluster, with real-time observability in the cloud. Explore how we optimize IoT infrastructure for peak performance and scalability.",https://www.linkedin.com/in/gruizesteban/,iaasgeek,,,,Guillermo Ruiz_iot.png,,"raspberrypi,kubernetes,postgresql",
No,cloud,Nandakumar Ramachandran Pezhery,Vice President - Cloud Solutions,Xoriant,,,,IoT and AI-Powered Real-Time Optimization Across Multi-Cloud,"Multi-cloud requires optimizations in real-time. In this session in 15 minutes, let's see how IoT data and AI meet to drive effective, efficient, low-cost cloud infrastructure management.",https://www.linkedin.com/in/nandakumarpr/,,,,,Nandakumar Ramachandran Pezhery_iot.png,,"ai,multicloud",
No,cloud,Pierre-Olivier Patin,"Vice President, Global CTO Applications & Cloud technologies",Sogeti,,,,IT/OT convergence with IoT hybrid platform,"Let’s share a hand-on session to learn how integrating IT and OT systems can create a more efficient, secure, and streamlined infrastructure for your business.
IT/OT convergence enables IoT use cases between these two domains using the same cloud technologies, teams and set of practices.",https://www.linkedin.com/in/pierreolivierpatin/,_pierreolivier,,,,Pierre-Olivier Patin_iot.png,,"platform,convergence",
No,cloud,MK Sirajuddin,Senior Cloud Engineer,Five9,,,,Revolutionizing IoT Deployment and Management with Containerization and Kubernetes,"Discover how containerization and Kubernetes are revolutionizing IoT! Learn to scale IoT solutions seamlessly, optimize resources, and tackle edge-to-cloud challenges. Gain actionable insights to build resilient, cost-efficient IoT systems and lead the future of connected innovation. Don’t miss out!",https://www.linkedin.com/in/mk-sirajuddin-siraj-970a4896/,,,,,astronaut_iot.png,,"kubernetes,container",
No,cloud,Rajeshwar Guggilla,,,,,,Transforming Bulk Oil and Gas Logistics with IoT: Leveraging IS OIL TSW for Digital Innovation and Operational Efficiency,"Discover how IoT is revolutionizing oil and gas logistics! Learn how IS OIL TSW leverages real-time data and automation to optimize multi-modal transport, slash costs, and reconcile massive inventories in minutes. Uncover the future of efficiency, accuracy, and compliance in a $3.3T industry!",,,,,,astronaut_iot.png,,"oil,logistics",
No,connectivity,Elena Budnik,CEO,PapaFinance,,,,The Future of IoT and CRM Integration: Enabling Proactive Customer Service for SMEs,"Integrating IoT with CRM empowers SMEs to predict customer needs, automate responses, and reduce service delays. With real-time data, SMEs can shift from reactive to proactive service, building loyalty and efficiency. It’s a game-changer for SMEs aiming to provide top-notch customer experiences.",http://linkedin.com/in/elenabudnik,,,,,Elena Budnik_iot.png,,"crm,service",
