Featured,Track,Name1,JobTitle1,Company1,Name2,JobTitle2,Company2,Title,Abstract,LinkedIn1,Twitter1,LinkedIn2,Twitter2,Slides,Picture,YouTube,Keywords,Duration
No,ai,Parul Gupta,Engineer,Meta,,,,Accelerating AI Lifecycle: Meta's Fast ML Prototyping Insights,"How you wondered how tech giants are able to deliver the AI models fast? Do you want to know the ideas behind an accelerated prototyping experience?
Let's take a inspiration from these efficient tooling improvements, gain a futuristic perspective and discuss them to grow together.",https://www.linkedin.com/in/parulgupta04/,,,,,Parul Gupta_python.png,,"ai,ml,prototyping",
No,ai,Dmitriy Volkov,AI Cyber Evals Lead,Palisade Research,,,,Python packaging for busy people,"Dive into Python’s peculiar packaging woes, the breakthrough of a GIL-free future, and how AI is turbocharging CPython. This talk unpacks challenges, showcases innovations, and explores how Python is gearing up to stay the dominant programming language for decades to come.",https://www.linkedin.com/in/7326b0234/,,,,,Dmitriy Volkov_python.png,,"packaging,busy,people",
No,ai,Kowsick Venkatachalapathi,Vice President of Software Development,BNY,,,,Transforming Workflow Automation: Leveraging AI and ML for Intelligent Decision-Making,"Discover how AI-driven workflow automation is revolutionizing industries! From reducing human intervention by 50% to boosting decision accuracy to 90%, explore actionable strategies that merge AI, IoT, and robotics for smarter, faster, and more adaptive operations.",https://www.linkedin.com/in/kowsick/,,,,,Kowsick Venkatachalapathi_python.png,,"workflow,automation,ml",
No,ai,Shubham Singh,Freelance,,, ,,Not Just Syntax: How AI is Changing Code Review,"Transform your pull request reviews with AI! 
Learn how to go beyond basic syntax checks using context-aware systems that analyze code, provide actionable feedback, and help developers write better software. A must-see session for anyone aiming to make code reviews faster and smarter.",https://www.linkedin.com/in/shubhamsingh1202/,__shubhamtwt,,,,Shubham Singh_python.png,,"ai,code,review",
No,ai,Sunny Guntuka,,University of Dallas,,,,Algorithmic Trading with Python: AI-Driven Techniques in Financial Markets,"Discover how Python is revolutionizing algorithmic trading with cutting-edge AI. From reinforcement learning to sentiment analysis, learn how these technologies boost returns and enhance decision-making. Get ahead with practical insights into the future of trading!",,,,,,Sunny Guntuka_python.png,,"trading,algorithmic,python",
No,ai,Naga Praneeth Yerram,Unified Communications Engineer,Informatica,,,,Unified Communications with AI: Python's Role in Intelligent Automation,"Unlock the power of Python in Unified Communications! Discover how Python-driven AI is transforming UC with predictive call routing, real-time transcription, and automation of routine tasks. Learn the future of intelligent, user-focused communication",https://www.linkedin.com/in/praneethy/,,,,,Naga Praneeth Yerram_python.png,,"communications,ai,automation",
No,ai,Vedant Agarwal,Senior Software Engineer - Machine Learning,Walmart Global Tech,,,,Mastering Real-Time Personalization: Innovations in Neural Ranking Architectures,"Discover how cutting-edge neural ranking architectures are transforming real-time personalization! From embedding-based indexing to attention-driven insights, this talk unveils strategies to boost accuracy, cut latency, and skyrocket conversions—giving your business the edge it needs to thrive!",https://www.linkedin.com/in/vedantagarwal-01/,,,,,Vedant Agarwal_python.png,,"personalization,neural,ranking",
No,ai agents,Anna Gutowska,"Data Scientist, Developer Advocacy",IBM,,,,AI Agents: Customizing AI to Your Needs,"What if we could leverage the advanced NLP techniques of LLMs to complete complex tasks that require up-to-date information, planning, and external tools? How can developers automate and scale these complex multi-step workflows? One effective solution is to leverage custom tools.",https://www.linkedin.com/in/anna-gutowska,,,,,Anna Gutowska_python.png,,"ai,agents,customizing",
No,ai agents,Sourabh Gawande,Co-founder,Kusho,,,,Building AI Applications with LLMs: Practical Tips and Best Practices,"Understand the problems and trade-offs you'll encounter when building an AI application on top of LLMs based on my learnings of building KushoAI, an AI agent used by 5000+ engineers to make API testing completely autonomous by leveraging LLMs.",https://www.linkedin.com/in/sourabhgawande/,,,,,Sourabh Gawande_python.png,,"ai,applications,practical",
No,ai agents,Craig West,Backend Pythonista,,,,,Implementing Agentic AI Solutions in Python from scratch,The use of AI and AI Agents in everyday Django can be viewed as `AI as API` where we can create on the Django side powerful agentic APIs.,https://github.com/Python-Test-Engineer,,,,,Craig West_python.png,,"agentic,ai,django",
No,ai agents,Jan Van Wassenhove,R&D Director,Sopra Steria,,,,Harmonizing Code and Melody: Making Electronic Music Creatively,"Experience the fusion of code & creativity with MusicAgent! 
Discover how with Gen AI, Python, and Sonic Pi we seamlessly compose, arrange & produce music live. From concept to recording, including album art, I'll show you how to create programmable songs effortlessly. Let's make electronical music!",https://www.linkedin.com/in/jan-van-wassenhove-9b49893/,mity_john,,,,Jan Van Wassenhove_python.png,,"code,music,electronic",
No,ai agents,Shahid Ashraf,Senior Engineering Manager,Arcadia Power,,,,Getting Started with AI Agents,"using AI agents to tackle challenges in clinical trials, adverse event reporting, and patient care management. AI agents have the potential to transform healthcare by automating tasks, improving decision-making, and enhancing patient outcomes",https://www.linkedin.com/in/shahidashraf/,,,,,Shahid Ashraf_python.png,,"ai,agents,python",
No,cloud,Babita Kumari,Senior Software Engineer,Microsoft,,,,Python-Driven AI Solutions for Cloud Optimization: Unlocking Efficiency and Scalability,"Discover how Python powers AI to revolutionize cloud architectures! Learn to slash costs by 42%, boost efficiency by 53%, and achieve 99.7% threat detection accuracy. Packed with real-world case studies, this talk equips you to leverage Python for scalable, secure, and cutting-edge cloud solutions.",https://www.linkedin.com/in/babita-kumari/,,,,,Babita Kumari_python.png,,"python,cloud,optimization",
No,cloud,Justin Dearing,Principal Consultant,Neudesic,,,,Docker and Devcontainers on Windows Without Docker Desktop,"Are you part of an organization too large to use docker desktop for free? Do you just not want the Docker Desktop GUI. I'll show you at least three ways to run windows and linux containers without docker desktop on Windows 10/11 for free, including using real docker.",https://www.linkedin.com/in/justindearingnyc/,,,,,Justin Dearing_python.png,,"docker,windows,devcontainers",
No,cloud,Sravan Kumar Nendrambaka,"SAP S/4 HANA, Cloud",,,,,"Shaping Enterprise Transformation: Innovations with SAP S/4HANA Cloud, SAP BTP, and SAP AI","Unlock the future of enterprise innovation with SAP S/4HANA Cloud, SAP BTP, and SAP AI! Discover game-changing strategies to boost efficiency by 40%, slash IT costs by 25%, and leverage AI-driven insights for real-time decision-making. Learn how to transform operations and outpace the competition.",https://www.linkedin.com/in/sravan-kumar-nendrambaka/,,,,,Sravan Kumar Nendrambaka_python.png,,"transformation,enterprise,sap",
No,cloud,Harikrishna Madathala,Senior Customer Engineer,Microsoft,,,,Designing a Robust Architecture for Seamless and Efficient Migration from On-Premises Infrastructure to Azure Cloud,"In today’s digital era, migrating on-premises infrastructure to the cloud has become a strategic priority for organizations seeking to leverage scalability, cost efficiency, and operational flexibility. Among various cloud providers, Microsoft Azure offers a comprehensive suite of tools and services that enable organizations to seamlessly transition their workloads, applications, and data to the cloud. However, a successful migration requires more than just shifting resources—it demands the design of a robust, scalable, and secure architecture that ensures minimal disruption, optimized resource utilization, and alignment with business goals.

This presentation, ""Designing a Robust Architecture for Seamless and Efficient Migration from On-Premises Infrastructure to Azure Cloud,"" explores key considerations for creating a migration strategy that balances performance, security, and cost-efficiency. We will delve into Microsoft’s Cloud Adoption Framework (CAF), a structured methodology that guides organizations through planning, readiness, adoption, and optimization phases. Additionally, we will highlight the Azure tools—such as Azure Migrate, Azure Site Recovery, Azure Database Migration Service, and Azure Security Center—that support the migration process by automating tasks, enhancing security, and ensuring business continuity.

By the end of the session, participants will gain actionable insights into designing a robust architecture that not only simplifies migration but also prepares their organizations for the dynamic, cloud-driven future. This presentation is suitable for IT professionals, cloud architects, and decision-makers involved in cloud adoption and migration initiatives.",https://www.linkedin.com/in/harikrishna-madathala-178a5315/,,,,,Harikrishna Madathala_python.png,,"migration,on-premises,azure",
No,cloud,Himaj Sabbineni,Senior Software Engineer,Expedia Group,,,,Maximizing Performance: Convergence of Cloud Architecture and API Integration in Modern Enterprises,"Discover how scalable cloud architectures and advanced APIs are transforming industries! Learn to handle massive workloads, cut costs by 30%, and enable real-time innovation. From e-commerce to streaming, gain actionable insights to optimize efficiency, boost performance",,,,,,astronaut_python.png,,"performance,cloud,architecture",
No,data,Daniel Emakporuena,Data Scientist,,,,,Data Analysis with Streamlit,"Data analysis doesn’t have to be hard, even for beginners. While tools like Power BI and Tableau have limitations, I’ve created an analytical tool using Python, hosted on Streamlit. It allows you to build dashboards and perform EDA easily—no account required. Let me show you!",https://www.linkedin.com/in/daniel15568/,,,,,Daniel Emakporuena_python.png,,"data,analysis,streamlit",
No,data,Tim Spann,Senior Sales Engineer,Snowflake,,,,Unlocking Vector Databases' Potential with Python,"The quick and easy way to supercharge your Gen AI Applications is with a vector database and RAG.   The way to build these pipelines, notebooks and applications is with Python and Pymilvus SDK.   We will walk through the how, why and provide demos with source code to build your own.",https://www.linkedin.com/in/timothyspann/,PaasDev,,,,Tim Spann_python.png,,"vector,databases,python",
No,data,Ashok Jonnalagadda,Principal Infrastructure Engineer,Hilmar,,,,AI in Data Centers: Achieving 47% Failure Reduction and 31% Efficiency Gains Through ML-Driven Operations,"Discover how we achieved 47% fewer equipment failures and 31% better resource efficiency using AI in data centers. Through real case studies and hard metrics, learn how ML transformed our operations from predictive maintenance to security, delivering $2.4M annual savings for enterprise deployments.",https://www.linkedin.com/in/ashok-jonnalagadda-193277140/,,,,,Ashok Jonnalagadda_python.png,,"ai,datacenters,operations",
No,data,Dileesh Chandra Bikkasani,Lead Software Engineer,AT&T Labs,,,,"Optimizing Network Performance and Automation Using Apache Airflow, Python, and Data Science","Discover how Apache Airflow + Python transforms network performance and workflow automation. Learn how it powers real-time monitoring, resource optimization, and predictive analytics to tackle challenges in network operations.",https://www.linkedin.com/in/dileesh-chandra-b-09524764/,,,,,Dileesh Chandra Bikkasani_python.png,,"network,performance,automation",
No,data,Guy Hardonag,Software Engineer,Treeverse,,,,Distributed File Systems Made Easy with Python's fsspec,"One of the ongoing challenges in the data engineering world remains the local and distributed cloud native storage. In this talk we’ll show hands-on examples of working with fsspec with some of the most popular data tools in the Python community: Pandas, Tensorflow and PyArrow.",https://www.linkedin.com/in/guy-hardonag-2ab10264/,,,,,Guy Hardonag_python.png,,"file,systems,python",
No,data,Hariharan Ragothaman,Lead Software Engineer,athenahealth,,,,C++ and Python: Building Robust Applications by Offloading Compute-Heavy Workloads,"Are you ready to take your development skills to the next level by combining the best of Python and C++? This strategy ensures you’re using the right tool for the right job, resulting in a robust and scalable architecture. It's not just about theory we'll cover the practical aspects. Don't miss it!",https://www.linkedin.com/in/hariharanragothaman/,hariharanragoth,,,,Hariharan Ragothaman_python.png,,"cpp,python,workloads",
No,data,Shashank Reddy Beeravelly,Software Engineer,Walmart,,,,AI-Driven Data Quality Management: Boosting Accuracy and Speed with Python,"Unlock the power of Python and AI to revolutionize data quality management! Learn how to boost accuracy by 42%, slash costs by 35%, and validate 850K records/min with 99% precision. Real-world case studies, best practices, and actionable insights—transform your data into a competitive advantage!",https://www.linkedin.com/in/shashankreddyb/,,,,,Shashank Reddy Beeravelly_python.png,,"data,quality,management",
