Featured,Track,Name1,JobTitle1,Company1,Name2,JobTitle2,Company2,Title,Abstract,LinkedIn1,Twitter1,LinkedIn2,Twitter2,Slides,Picture,YouTube,Keywords,Duration
Yes,,Matan Nataf,Co-Founder & CEO,Rapydo,,,,Revolutionizing DB OPS with Rapydo,"In this talk, Matan Nataf, co-founder, and CEO of Rapydo, addresses the complexities of managing relational databases in the cloud era. Focusing on the challenges brought by microservices and multi-tenant architectures, he underscores the limitations of current tools in achieving scalability and performance. Nataf highlights the key pillars for modern database management: observability, resiliency, and cost-efficiency. He introduces Rapido's solutions that offer consolidated visibility and automated query management to mitigate database issues. Finally, a live demo showcases Rapido's capabilities in optimizing database performance and stability.",https://www.linkedin.com/in/matan-nataf-8460a924/,,,,,Matan Nataf_devops.png,https://youtu.be/xvFDiSRfGBY,"db,ops,rapydo",
Yes,,Mandi Walls,DevOps Advocate,PagerDuty,,,,Culture is Still a Challenge,"When the only tool you have is a hammer, every problem looks like a nail. For technical teams, their control over their environment is often limited to the technical tools they choose to use to implement their projects.",https://www.linkedin.com/in/mandiwalls/,@lnxchk,,,Mandi Walls - Conf42 DevOps 2025.pdf,Mandi Walls_devops.png,https://youtu.be/M0F_oBRWFJ4,"culture,challenges,devops",
Yes,,Nathalie Takpah,Supply Chain Analyst,ParcelP,,,,The Impact of Internet of Things on Supply Chain Cyber security,"The growing adoption of the Internet of Things (IoT) in supply chain operations through smart devices, sensors, and connected logistics systems has transformed efficiency and transparency. What are the the risk involve and how are these mitigated? This is the focus of my talk.",https://www.linkedin.com/in/nathalie-takpah/,,,,Nathalie Takpah - Conf42 DevOps 2025.pdf,Nathalie Takpah_devops.png,https://youtu.be/wKWFDJtOzpk,"iot,supply,chain,security",
Yes,,Bianca Popu,DevOps Software Engineer,Analog Devices Inc.,,,,Secure Integration of Private Testing Infrastructure with Public GitHub Repositories,Cloud-based CI/CD tools are great. But what happens when the tested product introduces limitations that don't allow for this approach? Learn how to securely achieve full integration between GitHub and privately hosted CI/CD services such as Jenkins without compromising the internal infrastructure.,https://www.linkedin.com/in/bianca-popu-90a85916b/,,,,Bianca Popu - Conf42 DevOps 2025.pdf,Bianca Popu_devops.png,https://youtu.be/78veUXTWPXs,"github,infrastructure,testing",
Yes,,Clara Ramos Gonzalez,Consultant,,,,,DevOps Test Management Strategies,"Test management in a DevOps framework, how to construct your strategy for testing, what to have in mind and why you should always have an individual test plan at SDLC level, at project level and company level. We will also learn the importance to have two test approaches working at the same time.",https://www.linkedin.com/in/clara-ramos-gonzalez-453b7547?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=android_app,,,,Clara Ramos Gonzalez - Conf42 DevOps 2025.pdf,Clara Ramos Gonzalez_devops.png,https://youtu.be/hM-nqDBRuKs,"test,management,strategies",
Yes,,Alejandro Mercado,Sales & DevOps Engineer,KMMX,,,,Leveraging AI in DevOps: Next-Generation Strategies for Enhanced Efficiency and Innovation,"The landscape of software development and IT has been transformed by the DevOps practices, aiming to unify software development and software operation. The assimilation of AI has further revolutionized this domain, offering significant advancements in efficiency, reliability, and innovation.",https://www.linkedin.com/in/alexmarket/,@alexmarket,,,Alejandro Mercado - Conf42 DevOps 2025.pdf,Alejandro Mercado_devops.png,https://youtu.be/XwoRmHaxecg,"ai,devops,efficiency",
No,ai,Ashok Jonnalagadda,Principal Infrastructure Engineer,"Hilmar Cheese Company, Inc.",,,,AI in the Machine Room: How Smart Algorithms Transformed Our Data Center Operations,"Discover how we revolutionized data center operations using AI, slashing equipment failures by 47% and boosting efficiency by 31%. Get practical insights from real deployments that saved millions. Walk away with actionable strategies to transform your facility, whether it's 1MW or 50MW.",https://www.linkedin.com/in/ashok-jonnalagadda-193277140/,,,,Ashok Jonnalagadda - Conf42 DevOps 2025.pdf,Ashok Jonnalagadda_devops.png,https://youtu.be/StzbPPXncAc,"ai,datacenter,operations",
No,ai,Hemang Shah,Software Developer,Amazon,,,,Optimizing Real-Time IP Monitoring with Human-Assisted AI: Transforming DevOps for Precision and Scalability,"Discover how human-AI collaboration is revolutionizing real-time IP monitoring! Learn to harness active learning and semi-automated workflows to reduce false positives, boost recall, and slash review times by 40%. This talk equips you with actionable strategies to protect IP",https://www.linkedin.com/in/hshah20/,,,,,Hemang Shah_devops.png,https://youtu.be/MWa-cUytkgQ,"ai,monitoring,devops",
No,ai,Sai Sandeep Ogety,DevOps Institute Ambassador,PeopleCert,,,,Integrating Generative AI into Cloud-Native DevOps,"Integrating AI into DevOps revolutionizes software development by automating code generation, enhancing CI/CD pipelines, and boosting security. This session examines how AI-driven automation accelerates development cycles, reduces errors, and optimizes resource management.",https://www.linkedin.com/in/sai-sandeep-o-1a45a0156/,,,,Sai Sandeep Ogety - Conf42 DevOps 2025.pdf,Sai Sandeep Ogety_devops.png,https://youtu.be/yoYfwlkrZVc,"ai,cloud,devops",
No,ai,Praveen Payili,Senior Data Engineer,Horizonsoft Solutions,,,,AskDataAI: Democratizing Enterprise Data Access Through Context-Aware AI Agents,"Discover how DoorDash revolutionized data access for 15,000+ employees with AskDataAI, achieving 40% better search relevance and 35% faster queries.Learn how we combined vector search,GPT-4 , robust security to build an AI platform that democratizes data while maintaining enterprise-grade protection",https://www.linkedin.com/in/praveen-payili/,,,,Praveen Payili - Conf42 DevOps 2025.pdf,Praveen Payili_devops.png,https://youtu.be/fuo_lGbejaM,"ai,data,enterprise",
