Featured,Track,Name1,JobTitle1,Company1,Name2,JobTitle2,Company2,Title,Abstract,LinkedIn1,Twitter1,LinkedIn2,Twitter2,Slides,Picture,YouTube,Keywords,Duration
Yes,,Hilik Paz,Co-founder & CEO,Arato.ai,,,,How to evaluate your Evals?,"In this session you'll learn what makes a good eval, how to define it, what are the best practices for building a test dataset, and most importantly how to make sure you can get all the way to production.",https://www.linkedin.com/in/hilikpaz/,,,,,Hilik Paz_llm.png,,"evaluate,evals",
Yes,,Srinivasa Rao Bittla,Performance Specialist,Adobe,,,,Agentic AI: Architecting Scalable and Reliable AI Agents for the Future,"This keynote explores Agentic AI, focusing on scalable, reliable, and adaptable AI agents for real-world applications. Topics include architecture, modular design, API integration, testing, and mitigating risks like data drift. Attendees will gain insights into optimizing AI performance.",https://www.linkedin.com/in/bittla/,,,,,Srinivasa Rao Bittla_llm.png,,"ai,agents,future",
No,agents,Aleksandr Khramogin,AI Engineer,LogicBoost,,,,Beyond Sequential Agents: Orchestrating Hierarchical LLM-Based Agents for Complex Task Decomposition,"In the emerging field of LLM-based agent systems, coordinating multiple agents to solve complex tasks remains a significant challenge. This presentation demonstrates a practical implementation of hierarchical planning using Python and modern LLM APIs, drawing from real-world experience in building multi-agent task automation systems. By utilizing tools like LangChain, CrewAI, OpenAI's API, and custom prompt engineering techniques, we showcase how to create a robust hierarchy of specialized agents that can decompose complex tasks, manage dependencies, and adapt to changing requirements. The talk delves into implementing manager-worker agent patterns, handling inter-agent communication through structured prompts, and maintaining coherent long-term planning across multiple agents.",https://www.linkedin.com/in/aleksandr-kh-3751aa7b/,,,,,Aleksandr Khramogin_llm.png,,"sequential,agents,hierarchical",
No,agents,Sandeep Kumar P,Principal Solutions Architect,AntStack,,,,LamRAG : From Data to Constructive Insights using Amazon Bedrock,"“If you can't explain it simply, you don’t understand it well enough.” – Einstein. This session will prove that Prompt Engineering, Vector DBs, RAG, Agents, and Multi-Stage Flows are complex only because people did not do a good job at explaining them. Get ready to embrace AI, this time truly.",https://www.linkedin.com/in/sandykumar93/,@sandykumar93,,,,Sandeep Kumar P_llm.png,,"data,insights,amazon",
No,agents,Sourabh Gawande,Co-founder,Kusho,,,,Practical tips for building AI applications using LLMs - Best practices and trade-offs,"Understand the problems and trade-offs you'll encounter when building an AI application on top of LLMs based on my learnings of building KushoAI, an AI agent used by 5000+ engineers to make API testing completely autonomous by leveraging LLMs.",https://www.linkedin.com/in/sourabhgawande/,,,,,Sourabh Gawande_llm.png,,"applications,practices,tradeoffs",
No,agents,Manish Ballal,Global GTM Lead (Generative AI),AWS,,,,Agentic Automation - How it will change the world of business process operations?,"Agentic Automation merges AI agents with automation, revolutionizing business ops. It boosts efficiency across industries, offering huge productivity gains. While presenting challenges, early adoption will put your company ahead in the next business revolution.",https://www.linkedin.com/in/manishballal/,@manishballal,,,,Manish Ballal_llm.png,,"automation,process,operations",
No,apis,Rustam Musin,Software Engineer,,,,,From Podcast to Podcast: Automated Content Localization Using OpenAI API Stack ,"Large Language Models have revolutionized content localization, enabling complex transformations while preserving nuanced context and style. In this talk, we'll explore a real-world implementation of an automated podcast localization system that leverages multiple LLM capabilities. Through a Kotlin-based solution, we'll demonstrate how different LLM strengths complement each other: Whisper for accurate speech recognition, GPT-4 for context-aware text refinement and translation, and an LLM-powered TTS for natural voice synthesis. We'll dive deep into prompt engineering practices that enable accurate transcription cleanup, style preservation during translation, and handling of mixed-language content. The session will highlight practical aspects of building production-ready LLM pipelines, including chunking strategies for token limitations and maintaining content authenticity across language barriers.",https://www.linkedin.com/in/jvmusin/,,,,,Rustam Musin_llm.png,,"automated,content,localization",
No,apis,Naveen Achyuta,Senior Network Reliability Engineer,Roblox,,,,Breaking Free from API Costs: Local LLMs for AI Agent Development,"Transform your laptop into an AI development powerhouse. Learn to build cost-free AI agents using LM Studio, featuring an example of creating a network log analyzer AI agent. Skip expensive APIs - this talk will show how to launch AI products using only local resources.",https://www.linkedin.com/in/naveen-achyuta/,,,,,Naveen Achyuta_llm.png,,"api,costs,agent",
No,apis,Poornakumar Rasiraju,Senior Software Engineer,Highspot,,,,Integrating LLMs into Front-End Applications for Enhanced User Experience,"As AI shapes the digital world, there’s a huge opportunity to enhance user engagement with Large Language Models (LLMs). This talk covers integrating LLMs into web and mobile apps—from smart search to conversational UIs—while tackling performance, API handling, and seamless user interactions.",https://www.linkedin.com/in/poornakumar-rasiraju-50a753122,,,,,Poornakumar Rasiraju_llm.png,,"frontend,applications,experience",
No,business,Muddassar Sharif,Co-founder & CTO,Virtuans.ai,,,,Fine-tuning LLMs: A Cost-Benefit Analysis for Businesses,"As businesses scramble to integrate Large Language Models (LLMs) into their workflows, a pertinent question arises: Is fine-tuning worth the investment? Fine-tuning offers domain-specific precision and improved user satisfaction, but requires tremendous upfront data, computational power, and skilled personnel. This presentation analyzes the economics of fine-tuning’s intricacies, when it is a good investment, when retrieval-augmented generation (RAG) is a more suitable option, and how companies can balance their need for custom solutions against cost considerations.",https://www.linkedin.com/in/muddassar-sharif-4b1b86121/,,,,,Muddassar Sharif_llm.png,,"fine,tuning,business",
