Featured,Track,Name1,JobTitle1,Company1,Name2,JobTitle2,Company2,Title,Abstract,LinkedIn1,Twitter1,LinkedIn2,Twitter2,Slides,Picture,YouTube,Keywords,Duration
Yes,,Cynthia Akiotu,Cyber Security Analyst,,,,,From Prompts to Protection: How Security Copilot Reinvents Cyber Defense,"Cyber defense is no longer just written in code or policy, it’s spoken in prompts. I’ll explore how Security Copilot turns those prompts into protection by optimizing Conditional Access, enforcing Zero Trust, and transforming AI insights. Join me to see how words become your line of defense.",https://www.linkedin.com/in/cynthia-akiotu,cyakiotu,,,Cynthia Akiotu - Conf42 Prompt Engineering 2025.pdf,Cynthia Akiotu_prompt.png,https://youtu.be/GRMUiGIMVrM,"security,defense,cyber",
Yes,,Meenu Venkataarangam,Program Manager,Recode Solutions,,,,Driving Enterprise Migrations with Process Automation and AI Innovation,"Discover how automation and AI are redefining enterprise migrations. Learn proven frameworks that cut timelines, reduce risk, and boost agility plus emerging trends like AI-driven planning and zero-downtime cutovers that transform migrations into a strategic advantage.",https://www.linkedin.com/in/meenu-venkataarangam-97a8438a/,,,,Meenu Venkataarangam - Conf42 Prompt Engineering 2025.pdf,Meenu Venkataarangam_prompt.png,https://youtu.be/EyA_5eKKHWc,"migrations,automation,innovation",
Yes,,Aroma Rodrigues,Software Engineer,Microsoft,,,,I talk to ChatGPT about things,"The word ChatGPT has captured the imagination and the internet, but does ChatGPT truly know everything, is it truly AGI?",https://www.linkedin.com/in/aromarodrigues/,,,,,Aroma Rodrigues_prompt.png,https://youtu.be/r3c9Gcu4lkw,"chatgpt,talk,conversation",
Yes,,Hema Yalamancheli,Program Manager | Scrum Master,Tyler Technologies Inc,,,,"AI as Your Agile Copilot: Predictable, Risk-Aware, and Human-Centric Delivery in the Age of Prompt Engineering","Learn how AI and prompt engineering can cut Agile delivery overruns, improve estimation accuracy, and detect risks before they derail projects while keeping your teams human-centric, ethical, and high-performing.",https://www.linkedin.com/in/hema-yalamancheli-84061a238/,,,,Hema Yalamancheli - Conf42 Prompt Engineering 2025.pdf,Hema Yalamancheli_prompt.png,https://youtu.be/WvzGfNAnSys,"agile,delivery,prompt",
No,commerce,Preeti Sali,Technical Program Manager,Senior Technical Program Manager at Ford Motor Company,,,,"Cloud Telematics for Fleet Management: Efficiency, Sustainability, and Insights","Discover how cloud-based telematics is revolutionizing fleet management. Learn how IoT, AI, and predictive analytics boost efficiency, cut costs, and drive sustainability while keeping fleets connected anywhere. Real-world results and future trends included.",https://www.linkedin.com/in/salipreeti/,,,,Preeti Sali - Conf42 Prompt Engineering 2025.pdf,Preeti Sali_prompt.png,https://youtu.be/Qpu5C5MUzYg,"fleet,management,telematics",
No,commerce,Kunal Dixit,Delivery Manager,Delivery Manager At Zensar Technologies Inc,,,,Supply Chain Resilience with Partner & Field Automation: Post-COVID Lessons,"Discover how Partner & Field Automation turned pandemic disruptions into resilience. Learn practical frameworks to streamline supply chains, boost agility, and future-proof operations with digital maturity in an era of global uncertainty.",https://www.linkedin.com/in/kunal-dixit-pmp-itilv3-csm-safe5/,,,,Kunal Dixit - Conf42 Prompt Engineering 2025.pdf,Kunal Dixit_prompt.png,https://youtu.be/GW0xKU6NUwk,"supplychain,automation,resilience",
No,commerce,Sureshkumar Karuppuchamy,Engineering Lead - eBay Listing Platform and APIs,eBay,,,,Prompt Engineering for E-commerce AI: Transforming Seller Tools by 2030,"Learn proven prompt engineering strategies that transform e-commerce AI tools. Discover frameworks for personalization, inventory, content, and conversational commerce that deliver measurable ROI and competitive advantage.",https://www.linkedin.com/in/sureshkumar-karuppuchamy-51282b7/,,,,Sureshkumar Karuppuchamy - Conf42 Prompt Engineering 2025.pdf,Sureshkumar Karuppuchamy_prompt.png,https://youtu.be/qEPNReNZRhM,"ecommerce,tools,ai",
No,culture,Janak Bhalla,Senior Software Engineer,Microsoft,,,,AI-Powered Code Transformations at Scale: Empowering Developers,"Buckle up: imagine AI automatically transforming your codebase overnight! In this talk, explore cutting-edge LLM tools - empowering developers to automate migrations, fix code issues, and squash compile errors at scale. Say goodbye to tedious edits!",https://www.linkedin.com/in/jbhalla/,,,,Janak Bhalla - Conf42 Prompt Engineering 2025.pdf,Janak Bhalla_prompt.png,https://youtu.be/EWbgZYC_JsI,"code,developers,scale",
No,culture,Jimish Kadakia,Solutions Architect,Snowflake,,,,Prompt Engineering for Data Engineering Unlocking Natural Language Access to Cloud Data,"Discover how prompt engineering and LLMs are reshaping data engineering. I’ll show how natural language interfaces let anyone build queries, trigger pipelines, and unlock real time insights without deep technical skills. Smarter data, simpler access, faster decisions.",https://www.linkedin.com/in/jjkadakia/,,,,Jimish Kadakia - Conf42 Prompt Engineering 2025.pdf,Jimish Kadakia_prompt.png,https://youtu.be/CgZVZ7Jhmn0,"data,cloud,access",
No,culture,Kasee Palaniappan,Delivery Executive,Ariba Inc (SAP America),,,,Orchestrating Enterprise Intelligence: Designing Multi-Agent AI for ERP and Hybrid IT Systems,"Discover how multi-agent AI is transforming enterprise ERP and hybrid IT systems. Learn a proven framework, see case studies with measurable ROI, and leave with a playbook to design and scale intelligent, resilient enterprise ecosystems.",https://www.linkedin.com/in/kasee/,,,,Kasee Palaniappan - Conf42 Prompt Engineering 2025.pdf,Kasee Palaniappan_prompt.png,https://youtu.be/2TTHrtTop70,"enterprise,erp,intelligence",
