Featured,Track,Name1,JobTitle1,Company1,Name2,JobTitle2,Company2,Title,Abstract,LinkedIn1,Twitter1,LinkedIn2,Twitter2,Slides,Picture,YouTube,Keywords,Duration
Yes,,Sonali Priya,Creative Design Director,LB Networks,,,,Scalable Design Systems for High-Performance Analytics Platforms,"Enterprise analytics platforms face increasing demands for consistency, accessibility, and performance across distributed teams and diverse interfaces. This session explores the architectural foundations required to build scalable design systems that remain reliable in complex, high-throughput environments often powered by modern backend services.  We focus on five measurable pillars of success: component modularity, token-driven theming, cross-platform consistency, versioning discipline, and governance maturity.  We begin with component modularity, showing how decoupled UI primitives reduce duplication, improve maintainability, and support parallel development across teams. Next, we examine token-based theming, where design tokens act as a single source of truth for visual and interaction properties, enabling consistent updates across multiple analytics surfaces.  We then address cross-platform consistency, outlining architectural patterns that ensure coherence across dashboards, embedded analytics, and operational tools while accommodating product-level variations. The session also covers versioning strategies, including semantic versioning and controlled release channels, to evolve systems without breaking dependent applications.  Finally, we explore governance models that enable sustainable scaling, including contribution workflows, review standards, accessibility enforcement, and decision frameworks that balance autonomy with alignment.",https://www.linkedin.com/in/priyasonali/,,,,,Sonali Priya_golang.png,https://youtu.be/PVuuwgdDtgo,"scalable,design,systems",
Yes,,Sana Fatima,Software System Test Engineer,General Motors,,,,From Code Correctness to Behavior Validation: Detecting Defects Early in Embedded Automotive Software,"In embedded automotive software, implementation correctness is only part of the reliability challenge. Control logic may be correctly written, compiled, and unit-tested, yet still fail at the system level when real-world behavioral expectations, integration assumptions, and cross-module interactions are not fully validated early in development.  As chassis and powertrain platforms become increasingly software-defined and interconnected, late-stage defects are more often caused by behavioral mismatches than by coding errors alone. These issues typically surface during system integration or vehicle-level testing, where diagnosis and correction are far more costly.  This session introduces a behavior-driven validation approach that shifts validation earlier in the development lifecycle. By explicitly defining expected system behavior and continuously validating it throughout design and implementation, teams can identify defects sooner, improve traceability between intent and execution, and reduce the risk of late-stage surprises.  Drawing from safety-critical automotive software contexts, this talk will show how behavior-driven validation frameworks help engineering teams detect integration defects earlier, align actual system behavior with design intent, and build greater confidence in complex embedded software systems.",https://www.linkedin.com/in/sana-fatima-4a2165119,,,,,Sana Fatima_golang.png,https://youtu.be/8pL1nBOSjtw,"from,code,correctness",
No,ai,Shadi Elyafi,Lead Golang Developer,METRO AG,,,,Building an MCP Server in Go for a Real B2B Workflow,"In this talk, I’ll show how I built an MCP server in Go for a real B2B workflow used inside a platform serving more than 1 million company profiles.

I’ll walk through how the server exposes a set of tools for Claude, connects to a GraphQL backend through AWS AppSync, and handles authentication safely in a production-oriented setup.

The session covers practical implementation details such as tool design, read/write boundaries, mutation safety, and how to structure integrations so LLM-driven workflows remain reliable instead of becoming fragile demos.

I’ll also explain how I approached testing with TDD, including mock GraphQL clients and API-level validation, so the MCP layer can evolve without breaking core behavior.

Attendees will receive a concrete path for building Go-based MCP services that connect real business systems, along with lessons on GraphQL integration, AWS authentication, and production-friendly testing patterns.",https://www.linkedin.com/in/shadi-elyafi/,,,,,Shadi Elyafi_golang.png,https://youtu.be/1d14_iIBcY0,"mcp,b2b,workflow",
No,ai,Sanjay Basu,Global Head for AI / GenAI Products,TCS,,,,Building Cognitive Commerce Platforms in Go: Architecting LLM-Driven Intelligence for Grocery Retail and E-Commerce,"Grocery retail and e-commerce are evolving from rule-based automation toward cognitive, intent-aware systems powered by Large Language Models (LLMs). For engineering teams, this shift is not merely about model integration—it requires rethinking backend architectures, orchestration patterns, and real-time data pipelines. This talk explores how Go-based systems can serve as the backbone for production-grade LLM platforms in high-scale retail environments. We will examine architectural patterns for integrating LLMs into existing commerce stacks, including API gateways, streaming pipelines, concurrency-safe services, vector search infrastructure, and multimodal processing layers. Using practical retail scenarios, the session demonstrates how Go’s strengths—efficient concurrency, low-latency performance, and strong tooling—support scalable conversational commerce, personalized recommendations, and intelligent product discovery. On the merchandising side, we discuss building services that leverage LLMs for automated taxonomy generation, attribute extraction, and catalog enrichment across large, fast-changing assortments. Operationally, we explore LLM-enabled demand sensing, substitution intelligence, and fulfillment orchestration—highlighting how Go microservices coordinate real-time signals from online behavior, point-of-sale systems, and logistics workflows. The talk also covers agentic architectures: orchestrating LLM agents with Go-based services for controlled autonomy in warehouse management, micro-fulfillment, and last-mile delivery—while maintaining observability, reliability, and cost governance. Attendees will leave with concrete architectural patterns, implementation considerations, and production lessons for building resilient, scalable cognitive commerce platforms in Go that move beyond automation toward fully integrated, multimodal intelligence.",https://www.linkedin.com/in/basusanjay/,,,,,Sanjay Basu_golang.png,https://youtu.be/QMoVgGVHkO8,"building,cognitive,commerce",
No,ai,Venkat Kamma,Senior Oracle Cloud PPM - Solution Architect,StarGroup Innovations LLC,,,,From Reactive to Predictive: Building an AI-Embedded Project Financial Governance Framework with Go,"Traditional Oracle Cloud PPM environments operate reactively—cost overruns, revenue leakage, and compliance violations are typically discovered only after financial impact has already occurred. This session introduces a production-grade, AI-embedded predictive governance framework engineered using Go to transform project financial management from retrospective reporting into anticipatory, real-time control.  At the core of the framework is a set of high-performance, concurrent Go microservices that embed machine learning inference directly into project financial workflows without requiring modifications to Oracle Cloud. By leveraging Go’s strengths in concurrency, lightweight goroutines, efficient memory management, and scalable service orchestration, the architecture enables real-time transaction validation, predictive burn-rate analysis, intelligent revenue recognition monitoring, and forward-looking portfolio risk assessment across complex project environments.  The solution integrates five intelligent layers working together within an event-driven architecture. An Allowability Intelligence Engine evaluates transactions before posting to prevent non-compliant costs. A Forecast Drift Learning Engine continuously improves forecast accuracy through historical behavioral pattern modeling. Funding-to-Forecast Intelligence predicts burn-rate risk across multi-award portfolios. A Revenue Leakage Sentinel performs streaming transaction analysis to detect missed billing opportunities in real time. Finally, a Decision Intelligence layer provides scenario modeling and predictive portfolio simulations for executive planning.  Built with Go-based APIs, concurrent validation pipelines, and scalable inference services, this framework supports high-throughput financial ecosystems operating under federal grant regulations, ASC 606 compliance requirements, and complex contract structures. Implementation across large-scale portfolios demonstrates measurable improvements in billing acceleration, revenue capture, forecast accuracy, financial close efficiency, and proactive compliance management. Most importantly, the architectural patterns are portable and vendor-agnostic, enabling organizations to embed AI-driven governance capabilities without invasive ERP customization.",https://www.linkedin.com/in/venkat-k-635036335/,,,,,Venkat Kamma_golang.png,https://youtu.be/CaRathEkzY0,"from,reactive,predictive",
No,ai,Akshaya Jayaram,M&A Security Principal,Salesforce,,,,AMMF: Attention-Based Fusion for Cross-Architecture Binary Vulnerability,"Binary vulnerability detection remains a critical challenge in modern software security, especially in ecosystems like Go where cross-compilation enables the same codebase to run across diverse architectures. Variations introduced by different compilers, architectures, and optimization settings significantly complicate reliable vulnerability identification at scale.  This work presents AMMF, an attention-driven multi-feature fusion approach for cross-architecture binary vulnerability detection. The method integrates assembly-level semantic information with structural attributes extracted at both basic block and function levels. Instruction semantics are learned through embedding representations, while contextual relationships are modeled using a gated recurrent unit enhanced with self-attention. These semantic representations are fused with control-flow and function-level features via an attention-augmented convolutional architecture to produce unified and discriminative function embeddings.  AMMF adopts a two-stage detection strategy. First, a deep neural similarity model identifies candidate vulnerable functions from large-scale binary corpora. Second, control-flow graph matching refines these candidates to determine final vulnerabilities. This design improves both detection accuracy and efficiency while reducing false positives.  Experimental results show strong accuracy and recall across cross-architecture, cross-compiler, and cross-optimization scenarios. By combining semantic understanding with structural features under attention mechanisms, AMMF improves robustness in real-world settings, making it well-suited for securing software systems built with modern, cross-platform languages like Go.",https://www.linkedin.com/in/akshjayaram,,,,,Akshaya Jayaram_golang.png,https://youtu.be/8AzV_CmQqrs,"ammf,attention,based",
No,ai,Sudhakar Pallaprolu,Indian Institute of Engineering Science and Technology,Indian Institute of Engineering Science and Technology,,,,Autonomous Cloud Infrastructure with Go: Building Self-Healing Systems,"Enterprises are losing an average of dollars per minute due to unplanned IT downtime (Gartner), highlighting the urgent need for resilient, self-healing infrastructure. At Conf42 Golang 2026, this session explores how Go-powered cloud platforms are enabling the rise of the autonomous enterprise through intelligent, self-managing systems.  We’ll examine how AIOps adoption has accelerated in recent years, allowing teams to automate incident detection, root-cause analysis, and remediation using machine learning and predictive analytics. With real-time anomaly detection across logs and metrics, AI-driven models are helping reduce mean time to detect and mean time to resolve, strengthening reliability in distributed Go-based microservices environments.  The talk will unpack practical use cases where predictive failure prevention minimized outages and how policy-driven orchestration frameworks evolved from simple provisioning to closed-loop automation—forming the backbone of resilient cloud-native systems. We’ll also explore the next phase of Infrastructure-as-Code, where intelligent configurations dynamically adapt to operational context.  Through platforms such as Azure Automanage, AWS Fault Injection Simulator, and GCP Active Assist, organizations are automating remediation and chaos validation, enabling engineering teams to focus on innovation.  Attendees will gain practical architectural patterns, tooling strategies, and cultural insights needed to design and operate autonomous, self-healing cloud systems using Go.",http://linkedin.com/in/spallaprolu,,,,,Sudhakar Pallaprolu_golang.png,https://youtu.be/PT274TuaM2o,"autonomous,cloud,infrastructure",
No,ai,Rejenish Kiran,Manager - Software QA Engineering at Citizens,Property Insurance Corporation,,,,AI-Assisted Test Execution for Scalable Go Quality Engineering,"AI-assisted test execution marks a shift from deterministic, script-driven automation toward adaptive quality engineering systems designed for complex enterprise environments. While regression testing research often validates techniques on small or mid-sized systems, evidence at true enterprise scale remains limited. This session presents AI-assisted test execution as an augmentation layer that strengthens existing Go-based testing frameworks rather than replacing them.  AI test agents combine perception capabilities, learning-based decision engines, and context-aware execution to interpret natural language requirements, navigate evolving interfaces, and validate system behavior under changing conditions. Empirical evaluations across enterprise web systems show that context-driven identification techniques remain resilient even when application structure, attributes, or content change conditions that commonly break traditional automation.  Unlike deterministic automation common in many Go testing pipelines, AI-driven systems operate probabilistically. This requires defined accuracy thresholds, governance controls, and structured human oversight. Research on autonomous systems testing shows that many approaches lack rigorous quantitative validation, making explainability, confidence-based escalation, and fallback strategies essential for enterprise adoption—particularly in regulated environments demanding traceability and auditability.  The session also explores how adaptive execution and learning-based defect prediction can reduce maintenance overhead while improving test effectiveness. Attendees will gain a research-grounded, practical framework for responsibly introducing AI-assisted execution into modern Go-centric engineering ecosystems balancing efficiency, scalability, and trust.",https://www.linkedin.com/in/rejenish-kiran-a31a9116/,,,,,Rejenish Kiran_golang.png,https://youtu.be/c2aDCAePVvE,"assisted,test,execution",
No,architecture,Sulabh Jain,Business Applications Supervisor,Business Applications Supervisor,,,,Building Cloud-Native Insurance Core Systems with Go,"Insurance organizations are under mounting pressure to modernize legacy core platforms as customer expectations rise, regulatory demands increase, and digital-native competitors accelerate innovation. Decades-old monolithic systems built for stability now limit agility, require lengthy release cycles, and struggle to handle demand surges such as catastrophe-driven claims spikes.  This session examines how cloud-native engineering—implemented with Go-based microservices—enables resilient, high-velocity core systems. We explore service decomposition, containerization, and Kubernetes orchestration to support independent scaling of high-volume capabilities like quote generation and claims intake. Kubernetes enhances availability through automated deployment, scaling, self-healing, and progressive delivery strategies including canary and blue-green releases.  Infrastructure-as-code improves repeatability and disaster recovery by enabling complete environment reconstruction within hours rather than weeks. CI/CD automation compresses release cycles from quarterly deployments to multiple releases per day, supported by automated functional, performance, and security testing. Event-driven architectures using platforms such as Kafka or EventBridge increase resilience by reducing cascading failures and supporting eventual consistency. API-first design enables secure partner integrations through documented interfaces, centralized authentication, and versioned contracts.  Modern observability—centralized logging, distributed tracing, and metrics—provides visibility across ecosystems of distributed services. The session also addresses challenges including distributed data consistency, operational complexity, and cultural change, outlining practical solutions grounded in the research.  Attendees will gain a research-backed roadmap for transforming legacy insurance platforms into agile, scalable cloud-native systems using Go.",https://www.linkedin.com/in/sulabhjain,,,,,Sulabh Jain_golang.png,https://youtu.be/kseP88V4MpM,"building,cloud,native",
No,architecture,Amol Lele,Sr. Principal Cloud Developer,"Hewlett Packard Enterprises, USA",,,,Real-Time ML Training Profiling in Go: Cut Costs by 50%,"Machine learning training workloads now consume staggering resources, with training GPT-3 alone requiring 1,287 MWh of energy. Yet production GPU utilization averages just 50-60%, meaning organizations routinely waste 60-70% of their cloud compute budgets. Without real-time visibility, engineers only discover bottlenecks after hours of wasted spend. This talk shares lessons learned building a multi-layer profiling system in Go that captures metrics across application, system, and infrastructure layers with as little as 2-5% runtime overhead. We cover the architecture and design choices made, how they played out in production, and where Go's concurrency primitives made the implementation practical at scale. The session walks through the three most costly performance failure modes we encountered: data pipeline bottlenecks (responsible for 40-50% of GPU underutilization cases), communication overhead in distributed training (accounting for 20-45% of total training time at scale), and straggler workers in heterogeneous environments (causing 30-40% of compute time to be wasted waiting for slower workers). For each, we explain what we tried, what worked, and what we would do differently. Beyond detection, the talk covers an automated recommendation layer that achieved 85% accuracy in root-cause identification and delivered an average 32% throughput improvement without requiring deep performance engineering expertise. The concrete outcomes: training costs reduced by 30-50%, energy consumption cut by 40-60%, and total training time reduced by 20-35% while maintaining convergence quality.",https://www.linkedin.com/in/amol-lele-1a26a82/,,,,,Amol Lele_golang.png,https://youtu.be/jAwyoLLRWIk,"real,time,training",
