Featured,Track,Name1,JobTitle1,Company1,Name2,JobTitle2,Company2,Title,Abstract,LinkedIn1,Twitter1,LinkedIn2,Twitter2,Slides,Picture,YouTube,Keywords,Duration
Yes,,Sarah Choudhary,Principal SME architect,,,,,Quantum Algorithms in Action: Revolutionizing Problem Solving,"Explore how quantum computing is transforming traditional problem-solving methods with practical quantum algorithms. This talk unveils real-world applications, showcases breakthroughs in cryptography and optimization, and highlights the future of scalable quantum solutions.",https://www.linkedin.com/in/sarahchoudhary/,,,,,Sarah Choudhary_quantum.png,https://youtu.be/hLmKDz24VTo,"quantum,algorithms,problem",
Yes,,Gayathri Jeganmohan,Software Engineer,Microsoft,,,,Quantum-Powered IoT: Unlocking the Next Era of Intelligence & Security,"With 75B IoT devices by 2035, quantum computing will revolutionize security, AI, and optimization, enabling 1000x faster processing and unbreakable encryption for next-gen IoT",https://www.linkedin.com/in/gayathrijeganmohan/,,,,Gayathri Jeganmohan - Conf42 Quantum Computing 2025.pdf,Gayathri Jeganmohan_quantum.png,https://youtu.be/NOpys6h6xMA,"quantum,iot,security",
Yes,,Anushree Nagvekar,Manager Software Engineering,AEye,,,,Quantum-Enhanced Edge AI: Revolutionizing Embedded Systems Through Hybrid Quantum-Classical Processing,"Discover how quantum computing is supercharging edge AI! Learn how our breakthrough hybrid architecture slashes processing time by 78%, handles 3.2x larger neural networks, and cuts power usage by 67%. Join this session to master quantum-enhanced edge technology before your",https://www.linkedin.com/in/anushreenagvekar/,,,,Anushree Nagvekar - Conf42 Quantum Computing 2025.pdf,Anushree Nagvekar_quantum.png,https://youtu.be/nFdfCbQORrs,"quantum,edge,ai",
No,ai,Venkateswarlu Boggavarapu,Vice President - Senior Lead Data Engineer,JPMorganChase,,,,Quantum AI-Driven Personalization in Finance: Real-Time Data Engineering for Customers,"In today’s fast-paced financial services landscape, offering personalized customer experiences is
not just a luxury but a key competitive advantage. This presentation explores the pivotal role of
data engineering and quantum-enhanced AI in enabling real-time, AI-driven personalization of
financial products and services. It highlights how institutions can leverage Customer Data
Platforms (CDPs), real-time analytics platforms, quantum computing innovations, and
cutting-edge AI techniques to deliver tailored financial solutions that drive customer engagement
and satisfaction.
CDPs act as the cornerstone for personalization, aggregating diverse customer data from multiple
touchpoints to provide financial institutions with a comprehensive, 360-degree customer view.
With this unified data, quantum-augmented AI systems can assess customer behaviors,
preferences, and pain points, generating actionable insights that empower the delivery of highly
customized services. Additionally, the emergence of generative AI and quantum computing
further enhances this dynamic by enabling the creation of personalized content and AI-powered
chatbots capable of fostering individualized, conversational experiences.
Data engineering plays a critical role in managing the challenges of processing vast amounts of
customer data in real time, ensuring systems are efficient, responsive, and secure. This session
will delve into strategies for overcoming these challenges while showcasing the transformative
impact of AI, quantum computing, and data engineering in reshaping personalized financial
services for the modern, tech-savvy consumer.",https://www.linkedin.com/in/venkat-boggavarapu,,,,Venkateswarlu Boggavarapu - Conf42 Quantum Computing 2025.pdf,Venkateswarlu Boggavarapu_quantum.png,https://youtu.be/pagMl4qnr9E,"finance,optimization",
No,ai,Venkata Kalyan Chakravarthy Mandavilli,SAP Project Manager,Levi Strauss & Co.,,,,SAP AI's Transformative Power: Technical Insights & Industry-Specific Applications,"Unlock the power of SAP AI to transform industries! Discover how AI-driven solutions in retail, healthcare, manufacturing, finance, and more are optimizing operations, reducing costs, and boosting productivity. Learn how SAP’s seamless, scalable AI innovations are reshaping the future of business!",https://www.linkedin.com/in/venkat-kalyan-m-794aa810/,,,,Venkata Kalyan Chakravarthy Mandavilli - Conf42 Quantum Computing 2025.pdf,Venkata Kalyan Chakravarthy Mandavilli_quantum.png,https://youtu.be/k2xCTw7bPA4,"sap,ai,transformation",
No,ai,Pradeep Karanam,Solutions Architect,Facebook,,,,"Plugging Quantum Power into PLM, Teamcenter: Faster Product Choices, Safer Supply Chains","Teamcenter already knows every part and option of your product, but when you ask big “What‑if?” questions can wait forever for an answer. We added a small sidecar that sends only the hardest parts of those questions to a cloud quantum computer. The result: option lists that appear 8× faster and purchase plans that cut shortage risk by one‑third without changing anyone’s daily workflow.",http://www.linkedin.com/in/pradeep-karanam,,,,Pradeep Karanam - Conf42 Quantum Computing 2025.pdf,Pradeep Karanam_quantum.png,https://youtu.be/O3MCMwLQ3VM,"plm,teamcenter",
No,architecture,Srikar Kompella,Senior Software Engineer ,Twilio,,,,"Quantum-Enhanced SaaS Architecture: Convergence of Quantum Computing, Edge Processing, and Multi-Tenancy","Discover how quantum computing is revolutionizing SaaS platforms! Unlock exponential performance gains, achieve real-time processing at the edge, and deploy hyper-personalized AI across tenant boundaries—all while slashing costs.",https://www.linkedin.com/in/srikarkompella/,,,,Srikar Kompella - Conf42 Quantum Computing 2025.pdf,Srikar Kompella_quantum.png,https://youtu.be/ilAoY7neTJA,"quantum,saas,architecture",
No,architecture,Laxmikanth Mukund Sethu Kumar,Executive Director,JPMorgan Chase,,,,Bridging Classical and Quantum: Preparing Enterprise Architecture for the Quantum Era,"Quantum computing may not be production-ready for every enterprise use case just yet—but the time to start preparing is now. This session offers a practical, systems-oriented perspective on how organizations can begin laying the architectural groundwork for future quantum integration. Drawing on experience designing platforms for banks, airlines, and government systems, we’ll explore actionable patterns such as event-driven design, hybrid orchestration, and API-driven interfaces that naturally align with quantum-enabled workflows.

Rather than diving deep into quantum mechanics, this talk focuses on what real-world architects and engineering leaders can do today to future-proof their systems. Attendees will walk away with a clear understanding of how cloud-native principles can accelerate readiness, and why thinking about integration early matters just as much as the underlying quantum tech.

Ideal for system architects, engineering leads, and technology strategists looking for a grounded, enterprise lens on the quantum shift.",https://www.linkedin.com/in/laxmikanthmukund/,,,,Laxmikanth Mukund Sethu Kumar - Conf42 Quantum Computing 2025.pdf,Laxmikanth Mukund Sethu Kumar_quantum.png,https://youtu.be/w2ehzwRRpvY,"classical,quantum,enterprise",
No,architecture,Srinivas Sriram Mantrala,,,,,,Quantum CloudOps: Architecting Future-Ready Digital Ecosystems through Quantum-Enhanced DevOps and Hybrid Cloud Integration,Unlock exponential computational power where quantum meets cloud! Discover how Quantum CloudOps transforms impossible problems into competitive advantages.,,,,,Srinivas Sriram Mantrala - Conf42 Quantum Computing 2025.pdf,Srinivas Sriram Mantrala_quantum.png,https://youtu.be/krpU5lveOIc,"quantum,cloudops,devops",
No,cloud,Denish Tomar,Developer Relations Engineer,Qumulus,,,,Clouds Aren't Ready for Quantum (But QUMs Are),"Quantum computing is around the corner, but today's clouds still operate on chaotic, usage-based pricing.
Let's explore why bundled, predictable resource models could be the key to surviving the quantum future without surprises or sky-high costs.",https://www.linkedin.com/in/denish-tomar-871354287/,,,,Denish Tomar - Conf42 Quantum Computing 2025.pdf,Denish Tomar_quantum.png,https://youtu.be/lpQ3maIbZi4,"quantum,cloud,qum",
