Featured,Track,Name1,JobTitle1,Company1,Name2,JobTitle2,Company2,Title,Abstract,LinkedIn1,Twitter1,LinkedIn2,Twitter2,Slides,Picture,YouTube,Keywords,Duration
Yes,,Michele Taroni,,Gcore,,,,Global Intelligence Pipeline: How We’re Crafting Inference at the Edge,"AI is a hot and rapidly developing topic in the cloud space. In this session, topics covered will include market trends, future directions, training, and inference. Get up to date on the latest AI trends and news, including the value cloud can deliver to AI and Gcore's Inference at the Edge, including real-life scenarios where the company helped customers using AI",,,,,,Michele Taroni_ml.png,https://youtu.be/jyM0f5Gy9gA,"global,pipeline,edge",
No,apis,Iaroslav Geraskin,Machine learning engineer,TikTok,,,,Deep Learning for Protein Structure Prediction,Unlock the potential of deep learning in decoding protein structures. Reshaping drug discovery with practical insights.,https://www.linkedin.com/in/r1ckya/,,,,,Iaroslav Geraskin_ml.png,https://youtu.be/Sh6XGv1T9Yg,"deep,learning,protein",
No,apis,Kirill Sidorets,Senior Product Designer,The Open Platform,,,,The Influence of Artificial Intelligence on Creative Thought in Design: Exploring the Intersection of AI and Creativity in Shaping the Future,"Imagine a future where AI fuels our creativity in design, pushing boundaries and unlocking new possibilities. Join me as we explore how AI revolutionizes creative thought, shaping a future where innovation knows no bounds!",https://www.linkedin.com/in/kirill-sidorets-989642189/,,,,,Kirill Sidorets_ml.png,https://youtu.be/Ej-O2WoAJV8,"artificial,creative,future",
No,apis,Yashwanth Kotha,Senior UX Designer,SHL,,,,"Dynamic User Interfaces: Harnessing AI and Machine Learning for Personalized, Emotion-Aware Experiences",Imagine interfaces that not only respond to user clicks but also anticipate their needs and emotions in real-time. That's the frontier we're exploring—how AI and ML are shaping the next generation of user interfaces. Join me as we uncover the possibilities!,https://www.linkedin.com/in/yashkotha/,,,,,Yashwanth Kotha_ml.png,https://youtu.be/cFjiwdgXnvw,"dynamic,user,interfaces",
No,architecture,Elena Shabanova,Senior Product Designer,PolyAI,,,,Building a Design System in Limited Timeframes,Gain insights on how designers in startups can efficiently create design systems despite time constraints. Gain practical strategies and AI tools for impactful designs in a sustainable manner.,https://www.linkedin.com/in/elenashabanova/,,,,,Elena Shabanova_ml.png,https://youtu.be/Bh-XYmuHKNI,"building,design,system",
No,architecture,Adhikar Babu,Senior Product Manager,Worldpay,,,,A Product Manager’s Take on the “AI-fication” in the World of Fintech,"Artificial intelligence is revolutionizing fintech, reshaping online payment methods and optimizing operational efficiency. With a compound annual growth rate (CAGR) of 23.7%, the AI fintech market is booming.",https://www.linkedin.com/in/adhikarb,,,,,Adhikar Babu_ml.png,https://youtu.be/39lxJEWFf1U,"product,manager,ai-fication",
No,architecture,Richard Finlay Tweed,Senior Site Reliability Engineer,Thought Machine,,,,Maximizing Efficiency with AI Tools as Catalysts,"Learn how to use Large Language Models to optimise workflows by automating repetitive tasks, boosting productivity. This talk illustrates suitable applications and example architectures to empower teams' self-service.",https://www.linkedin.com/in/richardftweed/,,,,,Richard Finlay Tweed_ml.png,https://youtu.be/KeAO1lgzoBQ,"maximizing,efficiency,tools",
No,data,Ambili T,Principal Consultant - Analytics,Rittman Mead,,,,"The Art of Data Story Telling, Powered by Oracle Analytics",Ever wondered why Oracle Analytics is rated the best in the critical data storytelling capabilities for Analytics and BI platforms? This session takes you through all the best-in-class features of Oracle Analytics that combine the ML & AI feature sets integrated into this powerful application.,https://www.linkedin.com/in/ambili-t/,@Ambili_Thots,,,,Ambili T_ml.png,,"art,data,story",
No,data,Stephen Batifol,Developer Advocate,Zilliz,,,,Vector Databases 101 - How do they work?,"Discover how Vector DB work behind the scene and how they are powered. Lot of people are using them but knowing how they work isn't something common. We will go over the different implementations, indexes, metrics and people should have a better idea on how they work after this talk.",https://www.linkedin.com/in/stephen-batifol/,@stephenbtl,,,,Stephen Batifol_ml.png,https://youtu.be/x0rVU3DnZcc,"vector,databases,work",
No,data,Jesse Anderson,Managing Director,Big Data Institute,,,,Why Most Data Projects Fail and How to Avoid It,"Unfortunately, the majority of data projects fail. Yet, they fail for the same reasons. This talk will explore the most common reasons data projects fail and how to avoid them. We will do this by introducing the who, what, when, where, and how of data projects.",https://www.linkedin.com/in/jessetanderson/,@jessetanderson,,,,Jesse Anderson_ml.png,https://youtu.be/m-VNtU9uzvk,"data,projects,failure",
No,data,Quoc Cuong Nguyen,Product Manager,Spotify,,,,A data-driven approach to Product Discovery,"Dive into the heartbeat of product discovery! Join me in unlocking the power of a data-driven approach. From Uber to Revolut, my journey unveils how strategic data insights can transform product road mapping. Let's amplify your discovery process with actionable data for innovation that resonates!",https://www.linkedin.com/in/cuongnq1604/,,,,,Quoc Cuong Nguyen_ml.png,https://youtu.be/oonsb29WAUg,"data-driven,product,discovery",
No,deep dive,Anmol Agarwal,Senior Security Researcher,Nokia,,,,A Beginner's Guide to Adversarial Machine Learning,"As we begin to rely on machine learning for daily tasks, threat actors will begin to target machine learning. In this session, attendees will learn about adversarial machine learning and the different kinds of attacks on ML and about open-source industry solutions that aim to mitigate these attacks.",https://www.linkedin.com/in/anmolsagarwal/,,,,,Anmol Agarwal_ml.png,https://youtu.be/QTqH2_Y9Kow,"beginner's,guide,adversarial",
No,deep dive,Arushi Srivastava,Senior Director,NTT Data,,,,Design Think before you create your next AI product,"Usually, the talks on AI are about technical issues & future predictions, resulting in products that are ""cool"" technologically but “unfit” in addressing the real needs of users. This session aims at breaking that trend & bringing AI/ML developers closer to the process of design thinking.",https://www.linkedin.com/in/arushisrivastavakothari/,,,,,Arushi Srivastava_ml.png,https://youtu.be/s_kvQcr1aNI,"design,think,create",
No,deep dive,Michael A Johnson,Software Engineer,Meta,,,,Card Payments Lifecycle Explained,Unravelling the card payment process from swipe to settlement,https://www.linkedin.com/in/ayomide-johnson-569b5748/,,,,,Michael A Johnson_ml.png,https://youtu.be/v5ukDRFwfb8,"card,payments,lifecycle",
No,deep dive,Mike Malyi,Senior Software Engineer,Youhodler,,,,Efficiency through Stateless Microservices: Streamlining Request Handling,"Discover how stateless microservices streamline request handling in distributed systems, ensuring scalability and reliability. Learn key design principles and implementation strategies for optimizing performance in a fast-paced world of dozens of requests.",https://www.linkedin.com/in/mikhail-malyi/,,,,,Mike Malyi_ml.png,https://youtu.be/phD-V0uUsW8,"efficiency,microservices,request",
