Featured,Track,Name1,JobTitle1,Company1,Name2,JobTitle2,Company2,Title,Abstract,LinkedIn1,Twitter1,LinkedIn2,Twitter2,Slides,Picture,YouTube,Keywords,Duration
yes,,Travis Rodgers,Developer Relations Engineer,Teleport,,,,Replacing Privileged Users With Automated Just-in-Time Access Requests,"Managing privileged access to resources has for many been a cumbersome process. As developers often need temporary access to resources beyond their normal day-to-day duties, it often falls on SREs to respond to these numerous ticketed requests. In addition, employees often require to break glass, thus sharing super-privileged admin accounts to circumvent or expedite the process. 

With the rise of just-in-time privileged access solutions, engineers can apply the principle of least privilege, and escalate when required, in a secure and effective manner. In this talk, we’ll
look at how we can use an open-source access platform like Teleport to securely automate just-in-time-access (JIT access) to its managed infrastructure in tandem with everyday messaging tools used by engineering teams like Slack, Microsoft Teams, or PagerDuty.

Combined with the right role-based access control (RBAC) in place, teams can drastically reduce, or even eliminate, the need for admin accounts.",https://www.linkedin.com/in/travisdotmedia/,@travisdotmedia,,,Conf42 SRE 2023 - Travis Rodgers.pdf,sre_travis_rodgers.png,https://youtu.be/3ySS8c5Ja0E,"automated,just-in-time,access,requests",30
no,AI,Clay Langston,Security Engineer,oak9,,,,GPT: Revolutionizing Monitoring and Logging Systems,"How you can us GPT to improve the performance of your logging and monitoring. We'll go into the specifics of constructing prompts, enriching logs and automating the process through integration with ELK, so you can quickly build extractions in natural language and get more value from your logs.",https://www.linkedin.com/in/clay-langston-44071369/,,,,Conf42 SRE 2023 - Clay Langston.pdf,sre_clay_langston.png,https://youtu.be/agNoLB67PxI,"gpt,monitoring,logging,systems",
no,deep dive,Craig Risi,QA Architect / Senior Manager,"REPL Group, Part of Accenture",,,,Building Automated Quality Gates into your CI pipelines,Letting your automated tests be the guardians for your quality success,https://www.linkedin.com/in/craig-risi/,@RisiCraig,,,Conf42 SRE 2023 - Craig Risi.pdf,sre_craig_risi.png,https://youtu.be/cBcmk1sn0vw,"automated,quality,gates,ci,pipelines",
no,deep dive,Jhonnatan Gil Chaves,DevOps Engineer,Globant,,,,Observability: one of the strongest muscles for SRE,"All literature about SRE mentions about, what is the most important thing around SRE implementations and you can found in this the team or tools, it’s the greatest muscle of that, but you forget look quick how to looking in a big picture you IT components",https://www.linkedin.com/in/jhonnypong/,@jthan24,,,,sre_jhonnatan_gil_chaves.png,https://youtu.be/lbT9aA0aLBo,"observability,strongest,muscle",
no,deep dive,Chandra Dixit,SRE Architect,HCL Cloud Native Labs,,,,Chaos Engineering for SRE Enablement,"Chaos Engineering is the ""new kid on the block"" in SRE.This talk explains how we at HCL Cloud Native Labs are on a journey to enable Enterprise Delivery teams in Chaos Engineering. It is a new paradigm to enable for an organisation of such scale and hence a path breaking journey to embark.",https://www.linkedin.com/in/chandradixit/,,,,Conf42 SRE 2023 - Chandra Dixit.pdf,sre_chandra_dixit.png,https://youtu.be/822IC_tptqE,"chaos,engineering,enablement",
no,tools,Prathamesh Sonpatki,Developer Evangelist,last9.io,,,,Policies and Contracts in Distributed Systems,"As companies adopt micro-services and distributed systems architecture, maintaining service performance up to a manageable level becomes necessary.

But manageable for whom? Consumer or the Service owner or the Business? The answer lies in SLOs as runtime promises!",https://www.linkedin.com/in/cha1tanya/,@_cha1tanya,,,Conf42 SRE 2023 - Prathamesh Sonpatki.pdf,sre_prathamesh_sonpatki.png,https://youtu.be/uEJA0wRnXww,"policies,contracts,distributed systems",
no,tools,Safeer CM,Senior Staff SRE,"Flipkart, CD Foundation",Garima Bajpai,Founder - Canada DevOps Community of Practice,Crowdbyte Solutions,CICD - The SRE-DevOps Overlay,Site reliability engineering and DevOps practice boundaries merge and are often intertwined in most organizations.  We are here to highlight one of the most critical aspects of this overlap - continuous integration and continuous delivery-  and how it is a prerequisite for many core SRE practices,https://www.linkedin.com/in/safeer/,@safeercm,https://www.linkedin.com/in/garimabajpai/,,Conf42 SRE 2023 - Safeer CM _ Garima Bajpai.pdf,sre_safeer_cm_garima_bajpai.png,https://youtu.be/lL_vsqhja3U,"cicd,sre,devops,overlay",
no,culture,Yury Nino,Cloud Infrastructure Engineer,Google,,,,Avoiding the death of SRE documents that matter,"SRE teams can prevent the decay of processes by creating high-quality documentation, but the most important keeping them updated. In this talk I am going to describe the various types of documents SREs create during the life cycle of the services and how they could keep updated automatically.",https://www.linkedin.com/in/yury-ni%C3%B1o-roa-91752113/,@yurynino,,,Conf42 SRE 2023 - Yury Nino.pdf,sre_yury_nino.png,https://youtu.be/upRhNddddbA,"avoiding,dead,documents",
no,culture,Cam Beaudoin,Owner,Accelerated Accessibility,,,,The Disability Inclusion Revolution - It’s a Smart Business Conversation,"This conversation brings in the facts to tell companies and leaders who care about their bottom line need to focus on accessibility and disability inclusion. If your organization believes in diversity, equity, and inclusion, then it’s time to include persons with disabilities to that conversation.",https://www.linkedin.com/in/cambeaudoin/,@cambeaudoina11y/,,,,sre_cam_beaudoin.png,https://youtu.be/nVjl4Y0h03k,"disability,inclusion,revolution",
no,culture,"Florian Hoeppner, Marco Torre, Alexander Schaper",,Accenture,,,,The Importance of Open Communication in Site Reliability Engineering,"SREs maintain complex applications and require teamwork to avoid outages. Improving psychological safety, breaking down silos, and blameless post-mortems help. By prioritizing communication, Our SRE team improved performance and saw significant progress in 15 weeks.

Reach out to:

* [Florian Hoeppner](https://www.linkedin.com/in/florianhoeppner/)
* [Marco Torre](https://www.linkedin.com/in/torremarco/)
* [Alexander Schaper](https://www.linkedin.com/in/acschaper/)",,,,,"Conf42 SRE 2023 - Florian Hoeppner, Alexander Schaper and Marco Torre.pdf",sre_florian_hoeppner_marco_torre_alexander_schaper.png,https://youtu.be/uBVxIThRnMs,open communication,
