Featured,Track,Name1,JobTitle1,Company1,Name2,JobTitle2,Company2,Title,Abstract,LinkedIn1,Twitter1,LinkedIn2,Twitter2,Slides,Picture,YouTube,Keywords,Duration
No,ai,Metin Sarikaya,"Head of Data Warehouse, Business Intelligence and Big Data",Akbank,,,,Importance of a Common Data Layer for BI and AI,"Discover how a structured star schema and high-quality, detailed, relatable data marts can revolutionize data analytics activities via BI platforms and AI projects.",https://www.linkedin.com/in/metinsarikaya/,,,,Metin Sarikaya - Conf42 Rustlang 2024.pdf,Metin Sarikaya_rustlang.png,https://youtu.be/LF2LZCtV2Rs,"common,business,layer,importance",
No,ai,Karan Khanna,Engineering,Coupang,,,,Enhancing Gen-AI with Rust: Leveraging Safety and Performance for Scalable AI Systems,"Explore how Rust empowers Gen-AI, enhancing safety and efficiency in AI development. Discover how its unique capabilities support scalable and secure AI systems, transforming industries and boosting economic growth. Dive into the future of AI with Rust's cutting-edge technology.",https://www.linkedin.com/in/khkaran/,,,,Karan Khanna - Conf42 Rustlang 2024.pdf,Karan Khanna_rustlang.png,https://youtu.be/xsXiP6xBHIc,"genai,scalable,systems,ai",
No,ai,Raj Kollimarla,Lead Machine Learning Engineer,Block,,,,Navigating Generative AI and Its Risks: Leveraging Rust for Secure Content Creation,"Discover how Rust's safety and performance can enhance the security of your generative AI projects! Learn to counter deep fakes, protect creative content, and unlock innovative, secure applications using Rust's advanced tools. Boost detection by up to 30% and empower your projects with reliable blockchain technology.",https://www.linkedin.com/in/kollimarla/,,,,Raj Kollimarla - Conf42 Rustlang 2024.pdf,Raj Kollimarla_rustlang.png,https://youtu.be/HE28NMd-TV0,"generative,secure,creation,ai",
No,cloud,Deepu K Sasidharan,Staff Developer Advocate,Auth0,,,,Go Containerless on Kubernetes with WebAssembly and Rust,"Discover how WebAssembly and Rust are revolutionizing the cloud-native world! Their efficiency and security make them fantastic alternatives to containers. Join me as I demystify WebAssembly and its significance, and show you how to get started with tools like Krustlet and WasmEdge. Don't miss this opportunity to explore the future of cloud-native technology!",https://www.linkedin.com/in/deepu05/,@deepu105,,,Deepu K Sasidharan - Conf42 Rustlang 2024.pdf,Deepu K Sasidharan_rustlang.png,https://youtu.be/Y1nGTjsjGPY,"kubernetes,containerless,webassembly",
No,cloud,Suraj Modi,Software Engineer,Uber,,,,Boosting System Resilience with Exponential Backoff in Distributed Computing,"Boost your distributed systems' resilience with exponential backoff! Learn how this dynamic strategy reduces network congestion by 40%, improves response times by 30%, and decreases downtime by 25%. Discover its impact on cloud platforms, microservices, and databases.",https://www.linkedin.com/in/surajmodi/,,,,,Suraj Modi_rustlang.png,https://youtu.be/koRM1AqjZkU,"system,resilience,backoff,computing",
No,culture,Vishnu Chilukoori,Lead Data Engineer,Amazon,Srikanth Gangarapu,Lead Big Data Engineer,AT&T,Empowering Fearless Programming and Data Engineering,"Rust, traditionally known for its performance and safety in systems programming, is emerging as a powerful tool in data engineering. This abstract explores how Rust's key features—ownership, borrowing, lifetimes, pattern matching, and traits—address the specific challenges of data engineering tasks. Rust's zero-cost abstractions, strong typing, and concurrency support enable the development of high-performance data processing pipelines, robust ETL frameworks, comprehensive data validation, efficient custom data formats, and real-time analytics systems. A case study demonstrates how Rust can be used to build a scalable, high-performance log parser. This abstract emphasizes the potential of Rust to revolutionize data engineering by offering a unique combination of speed, reliability, and developer productivity.",https://www.linkedin.com/in/vvrc/,,https://www.linkedin.com/in/srikanth-gangarapu/,,,Vishnu Chilukoori & Srikanth Gangarapu_rustlang.png,https://youtu.be/f3w8cwjOzBo,"empowering,fearless,programming",
No,culture,Venkatesh Kunchenapalli,Senior Infrastructure Engineer,Flexport,,,,Revolutionizing Developer Experience with Automated Platform Engineering and DevOps in Rust,"Unlock the full potential of Rust development! Discover how automated platform engineering and IDPs revolutionize productivity and satisfaction. Learn from Venkatesh Kunchenapalli’s success at Wipro, USA, where streamlined setups reduced project times by 40-50%.",https://www.linkedin.com/in/venkateshkunchenapalli/,,,,Venkatesh Kunchenapalli - Conf42 Rustlang 2024.pdf,Venkatesh Kunchenapalli_rustlang.png,https://youtu.be/05ujQahGupM,"platform,engineering,devops,experience",
No,deep dive,Andrey Makarov,Senior Fullstack Software Engineer,Islamic Coin,,,,Using Rust and WASM,"Show examples of how rust and js interact via wasm. Pros, cons, pitfalls from the side of a rust developer",https://www.linkedin.com/in/vivalaakam/,,,,Andrey Makarov - Conf42 Rustlang 2024.pdf,Andrey Makarov_rustlang.png,https://youtu.be/ZX3MQnmgSds,"wasm,assembly,code,web",
No,deep dive,Shriram Balaji,Engineering,Microsoft,,,,"Rust Unlinked - A Journey Through Rustc, Symbols, and Static Libraries","Curious how a linker works with Rust programs on Unix-like systems? I’ll share my insights on linking, rustc, symbol resolution, and the ELF format. We’ll explore the quirks of manually linking static libraries, understand LTO, compare linkers, and peek into .o files. Let’s link all the pieces together!",https://www.linkedin.com/in/shrirambalaji/,@shrirambalaji,,,Shriram Balaji - Conf42 Rustlang 2024.pdf,Shriram Balaji_rustlang.png,https://youtu.be/2xs6eGgGvog,"unlinked,rustc,symbols",
No,deep dive,Vinay Puri,"Manager, SysDev Engineering",Amazon,,,,AI-Driven Productivity Enhancements in Enterprise Engineering: Transformative Impacts and Future Outlook,"Unlock the future of productivity with AI! Discover how AI-driven technologies are revolutionizing enterprise engineering, reducing operational costs by 40%, and boosting decision accuracy by 30%. Join us for actionable insights and real-world case studies.",https://www.linkedin.com/in/vkp001/,,,,Vinay Puri - Conf42 Rustlang 2024.pdf,Vinay Puri_rustlang.png,https://youtu.be/Zm-UQU7kV4s,"ai,enhancements,productivity,enterprise",
No,security,Nkorom Ezekiel,Certified Security Analyst,Unified Scientific And Creative Operations (USCO),,,,Cybersecurity Awareness for Small and Medium Enterprises (SMEs),"I’ll focus on ""Cybersecurity Awareness for SMEs,"" highlighting the urgent need for small and medium enterprises (SMEs) to strengthen their cybersecurity defenses. SMEs, vital to our economy, often struggle to protect themselves from cyber threats due to limited resources and expertise.",https://www.linkedin.com/in/nkorom-ezekiel-67132a176/,,,,Nkorom Ezekiel - Conf42 Rustlang 2024.pdf,Nkorom Ezekiel_rustlang.png,https://youtu.be/_bnR_96YSgg,"cyber,awareness,small,enterprises",
No,security,Venukumar Chirlawar,Senior Software Developer,Amazon,,,,Rust in Edge Computing: Enhancing Performance and Security,"In this presentation, we will explore the role of Rust in edge computing, emphasizing its unique advantages in terms of performance and security. Rust's memory safety features and concurrency model make it an excellent choice for edge applications, which often require high efficiency and robust protection against security vulnerabilities. We will delve into practical examples and case studies to illustrate how Rust can be effectively utilized in various edge computing scenarios.",https://www.linkedin.com/in/cvenukumar/,,,,Venukumar Chirlawar - Conf42 Rustlang 2024.pdf,Venukumar Chirlawar_rustlang.png,https://youtu.be/7OC86296Vls,"edge,computing,security",
No,optimization,Reetha Vadakkekkara,Azure Solutions Architect,Tata Consultancy Services,,,,Software Performance Optimization and Scaling,"I will show how to troubleshoot a software application, identifying performance bottlenecks, fixing them, and scaling the application. I’ll also cover how to make a software application globally available, ensure high responsiveness, handle disaster recovery, and optimize costs.",https://www.linkedin.com/in/reetha-vadakkekkara-a66674191/,,,,Reetha Vadakkekkara - Conf42 Rustlang 2024.pdf,Reetha Vadakkekkara_rustlang.png,https://youtu.be/_-oBwD1gxzQ,"software,optimization,scaling,performance",
No,optimization,Abhinav Chunchu,Senior Software Engineer,Lowes Inc,,,,Quantum Leap: Revolutionizing Rust Software Development with Quantum Computing,"Experience the quantum leap in Rust development! Discover how quantum computing's qubits, superposition, and entanglement can revolutionize software paradigms. Explore cutting-edge quantum languages, hybrid models, and groundbreaking applications in cryptography, optimization, and AI. Join us to unlock the future of technology!",https://www.linkedin.com/in/abhinav-chunchu-0319b3170/,,,,Abhinav Chunchu - Conf42 Rustlang 2024.pdf,Abhinav Chunchu_rustlang.png,https://youtu.be/LClZOMWb5-E,"quantum,software,development,computing",
No,web,Andreas Moller,Co-founder,toddle,,,,A New Way to Build for the Web,"Is a text editor really the best tool to build visual web apps? 

- What if developers no longer had to replicate designs from a Figma file only to be told it's incorrect?
- What if designers could change the border-radius on a button without needing a developer?",https://www.linkedin.com/in/andreas-m%C3%B8ller-bbb1a14/,@cullophid,,,Andreas Moller - Conf42 Rustlang 2024.pdf,Andreas Moller_rustlang.png,https://youtu.be/7bnzpUfZF6A,"web,build,design,development",
No,web,Nitish Mehrotra,Software Engineer,Meta,,,,Building Adaptive Web Components with Rust: Responsive Design for Multi-Device Environments,"Unlock the power of Rust to create responsive web components that adapt seamlessly across all devices! Explore cutting-edge techniques in HTML5, CSS3, and Rust. Learn how to optimize performance, enhance accessibility, and transform fragmented experiences.",https://www.linkedin.com/in/nitish-mehrotra/,,,,Nitish Mehrotra - Conf42 Rustlang 2024.pdf,Nitish Mehrotra_rustlang.png,https://youtu.be/YW1ea33FPMA,"web,adaptive,components,design",
