Featured,Track,Name1,JobTitle1,Company1,Name2,JobTitle2,Company2,Title,Abstract,LinkedIn1,Twitter1,LinkedIn2,Twitter2,Slides,Picture,YouTube,Keywords,Duration
Yes,,Kurt Andersen,SRE Architect,Blameless,,,,Implementing a Learning Team: A real-world case-study,"When you have an executive breathing down your neck, looking for answers, but no one person has the necessary information to provide those answers, what do you do?

This talk uses a case study from a cross-team collaboration effort at LinkedIn. The work was intended (and succeeded) to address specific knowledge, process, and skill gaps between teams via the methodology of a _learning team_ approach.

With this specific case study as a focal point, the talk will connect sources from the wider literature about organizational learning and learning teams to highlight processes, organizational structures, and skills that can be used to foster a healthy work environment with inclusivity and inter-team camaraderie while also achieving important business metrics and getting answers for that executive!

Participants will learn:
- principles guiding the implementation of learning teams,
- strengths and applicability for learning teams,
- how to foster a more humane and effective workplace by appreciating the importance of ""work as done"" above _work as imagined_.",https://linkedin.com/in/kurta1 ,@drkurta,,,,sre_kurt_andersen.png,,learning team case-study,30
Yes,,Cristina Buenahora,Founding Engineer,Cortex,,,,Is your team any good? 4 key metrics for measuring your team's performance,"DORA metrics have become the standard for gauging the efficacy of your software development teams, and can provide crucial insights into areas for growth. These metrics are essential for organizations looking to modernize, as well as those looking to gain an edge against competitors. In this talk, we’ll dive into each one, and discuss what these metrics can reveal about your development teams (and my engineering skills).",https://www.linkedin.com/in/cristina-buenahora-964a0084/,@crisgoodtime,,,,sre_cristina_buenahora.png,,4 key metrics team performance,30
Yes,,Priya Singh,Senior Solutions Engineer,Mulesoft,,,,Build the next evolution of composable architecture using GraphQL,"With an ever-growing number of APIs, databases, and applications to interact with AND an ever-growing number of consumers that need to access data from them, companies are realizing they need a way to streamline consumption from all these new data sources. But where do we go from here? 

This is where technologies like GraphQL truly shine - they are the evolution of consumption of a composable architecture. Using GraphQL, you can easily unify a massive number of APIs into a single endpoint, which is governed by a unified schema. This unified schema allows consumers to request data from ANY field that exists within ANY of the API’s associated with it. This means actions that would have normally taken 5, 10, or even 20 different queries can now be done in just 1! 

In this session we are going to see how developers can automate the API unification process, how you can leverage a GraphQL endpoint to federate your REST APIs, and a quick peek behind the curtain to show how MuleSoft’s GraphQL solution, is able to provide you with the performance you expect.


At MuleSoft, we’re helping customers go digital faster by turning every asset in the organization into reusable building blocks. These building blocks are the foundation of composability. This concept of composability is seen first-hand through MuleSoft’s API-led architecture. In fact, the API-led or “API-first” approach works so well that it has pretty much become the industry standard. However, innovation in how development teams use and interact with the application network is far from over. ",https://www.linkedin.com/in/priyasinghfuqua/ ,,,,,sre_priya_singh.png,,evolution of composable architecture graphql,30
Yes,,Rajalakshmi Srinivasan,Director - Product Management,"Site24x7, Zoho Corp.",,,,Future of observability in an experience-driven economy,"AI has started to scratch the surface when it comes to deciding the future of observability. But it’s a long strenuous journey ahead as the technology is handicapped without the much-needed guidance of the DevOps and the SRE (observability) folks.

In the next few years, the observability’s future will be determined by shrewd IT teams prepping their systems and software by collecting, streamlining, and optimising the data (metrics, logs and traces) for the much-hyped AI-driven world. Troubleshooting and securing applications will get tougher as applications get heavy and complex with changing business needs, and as the experience economy kicks in.

What does this mean to DevOps and SRE teams? This talk will discuss what vendors and IT teams ought to do in preparing for an experience economy.",https://www.linkedin.com/in/raji-zoho/,@raji_zoho,,,,sre_rajalakshmi_srinivasan.png,,observability experience-driven economy,30
Yes,,Michael McAllister,SRE Team Lead,Teleport,,,,Four Golden Signals: Monitoring the health of your service,"As Site Reliability Engineers it is our mission to ensure our services are highly available, secure, and scalable.
With hundreds or thousands of different metrics across a (potentially) distributed system that you could monitor and alert on, where do we begin? How do we define what it means for a service to be ""healthy""?

This lightning talk focuses on the four golden signals of monitoring that serve as a solid foundation for actionable monitoring of the health of your service.

In this talk we'll explore what the signals are, what they mean for you and your customers, and put what we've learnt into action with monitoring a demo application.",https://www.linkedin.com/in/mpmcallister/,,,,,sre_michael_mcallister.png,,four golden signals monitoring health service,30
Yes,,Niladri Choudhuri,CEO,Xellentro,,,,SRE Anti-patterns,"Based on my experience, I see many of the organizations have completely missed the mark. 

Some are doing the same as they used to do, and others are doing SRE activities in bits and pieces. 

In this session, Niladri will be talking about such few anti-patterns and what needs to change, why and how.",https://www.linkedin.com/in/niladrichoudhuri/,@niladrimc,,,,sre_niladri_choudhuri.png,,sre anti-patterns,30
No,getting started,Christian Elsen,Principal Solutions Architect,AWS,Lerna Ekmekcioglu,Senior Solutions Architect,AWS,Optimize end user connectivity for multi-region architectures,"Enhancing global user experience, meeting data residency requirements or ensuring business continuity are a few reasons for building multi region applications on AWS.  Consistency in application performance and availability for end users can be one key consideration in multi-region architecture design.

In this session, we cover how to optimize the availability and performance of end user connectivity to the multi region application on AWS.  We provide best practice guidance based on the type of the application and go over practical use cases leveraging AWS Global Accelerator and Amazon Route53.  We dive deep into their key features benefiting multi-region architectures along with a demo.

The session is targeted for cloud teams who are looking to build performant and resilient multi region architecture on AWS for their end users including those in regulated industries where security and reliability are critical such as Financial Services and Healthcare.",https://www.linkedin.com/in/christianelsen/,@ChristianElsen,https://www.linkedin.com/in/lerna/,@lerna_,,sre_lerna_christian.png,,reliable multi-region arch,
No,getting started,Miriah Peterson,Senior Data Reliability Engineer,Weave,,,,What is Data Reliability Engineering? and Why it is Crucial to any Data Organization?,"Software practitioners work to make their systems reliable. We hear teams boasting of having four or five 9s of uptime. This is not the case for Data Services. Data is not often 99.999% reliable. Systems are often out of date or out of sync. Pipelines and automated jobs fail to run. And, sometimes, the data sources are just not accurate. All these situations are examples of Data Downtime and lead to misleading results and false reporting. 

Data Reliability Engineering is the practice of building resilient systems. By treating data systems as an engineering problem we can borrow tools and practices from SRE to build better systems. Together let’s explore how to take this natural extension of data engineering to make our data systems stronger and more reliable. We will explore three major topics to strengthen any pipeline:

- Data Downtime: We will talk about what is Data Downtime? How does it affect your bottom line? And How to minimize it? 
- Data Service Level Metrics: We will talk about metadata for your Data pipeline? How to report on pipeline transactions that can lead to preventative data engineering practices.
- Data monitoring: What to look out for and how to be aware of system failure verse data failures.
",https://www.linkedin.com/in/miriah-peterson-35649b5b/,@captainnobody1,,,,sre_miriah_peterson.png,,data reliability engineering,
No,getting started,Ricardo Castro,Lead SRE,Anova,,,,Alerting on SLOs and Error Budget Policies,"Assessing your system's reliability through SLOs is a great way to really understand and measure how happy users are with your service(s). Error Budgets give you the amount of reliability you have left before users are unhappy. Ideally, you want to be alerted way before users are dissatisfied and take the appropriate measures to ensure they aren't. How can you achieve that?

That's where alerting on SLOs and Error Budget Policies come into the picture. By tracking how happy your users are, through SLOs, and alerting way before their level of insatisfaction reaches critical levels you’ll be able to define policies to deal with issues in a timely manner, ensuring operational excellence.",https://www.linkedin.com/in/mccricardo/,@mccricardo,,,,sre_ricardo_castro.png,,alerting slos error budget policies,
No,getting started,Kazuki Higashiguchi,Software Engineer,Autify,,,,A guide to join operational works in your new DevOps team,"This talk will explain my experience when I join in a new engineering team. I mean a DevOps team as a team which includes developers and IT operations working collaboratively throughout the product lifecycle.

#### Bottom-up approach
Imagine, you don’t have much room to learn everything about your service at once. Therefore, let's chunk continuous learning.
Learning process is observed -> recorded -> action.

In the observe phase, let's jump into alerts and exceptions even if you’re not familiar with them. 
Gradually, you will start to know what are critical points for our service (i.e. website down).

In the recording phase, let's write up missing documentation behalf of teammates. Even if you cannot solve issues directly, it would be helpful to your team.
There, writing Runbooks give you chances to understand your service and participate in operations. I would recommend you write the ""Architecture"" part to organize your understanding of your service's technical design.

In the action phase, let's try service operation (e.g. fixing broken data by manual operations). Pair operation is a good idea to jump into service operational works.

#### Top-down approach
Check the big picture of your service reliability (e.g. is there any SLA? SLO? SLI?)",https://www.linkedin.com/in/kazuki-higashiguchi-156a66217/,@hgsgtk,,,,sre_kazuki_higashiguchi.png,,join operational works devops team,
No,getting started,Navendu Pottekkat,Developer Advocate,API7.ai,,,,SRE Best Practices for API Design,"In modern development teams, site reliability engineers (SREs) are the glue that holds developer and operations teams.

It is the goal of the SREs to increase the reliability of their services to meet production standards by setting up monitoring, ensuring proper resource allocation, rolling out updates gradually, and anticipating the cost of failures.

As the size of the APIs increase, the need for making them reliable and robust also increases.

In this talk, Navendu will talk about best practices for API design that lean towards reliability. Attendees will learn about:

- Reliability issues in traditional API design.
- How SREs fit in the API development pipeline.
- Modern API development best practices using API gateways.
- How SREs can combine DevOps practices to build more reliable services.",https://www.linkedin.com/in/navendup/,@sudo_navendu,,,,sre_navendu_pottekkat.png,,sre best practices api design,
No,getting started,Richard Lewis,Senior DevOps Consultant,3Cloud,,,,LMAO Helps During Outages,This short fast pace talk is aimed towards those who might be on pager duty. Richard will cover the four things that will help you survive any outage nightmare. Cause when your company has an outage no need to sweat just remember to LMAO and you’ll get through it.,https://www.linkedin.com/in/gogorichie/,@gogorichie,,,,sre_richard_lewis.png,,lmao outages,
