Featured,Track,Name1,JobTitle1,Company1,Name2,JobTitle2,Company2,Title,Abstract,LinkedIn1,Twitter1,LinkedIn2,Twitter2,Slides,Picture,YouTube,Keywords,Duration
No,ai,Amit Taneja,Engineering Lead,UMB Bank,,,,Engineering the Future of Pharma: AI-Driven Platforms for Drug Discovery,"Dive into how AI-driven platform engineering is transforming pharma! Discover how leveraging AI slashes drug development costs by 70% and speeds up market entry, revolutionizing treatment delivery and response to health crises. Join us for a glimpse into the future of healthcare.",https://www.linkedin.com/in/amit-taneja-32028828/,,,,,Amit Taneja_platform.png,https://youtu.be/fhU-skCt8FE,"pharma,ai-driven,discovery",
No,ai,Vamsi Srivangipuram,Principal Software Engineer,DIRECTV,,,,Optimizing Offer Management Through Enterprise Application Integration (EAI): A Data-Driven Approach,"Unlock the power of Enterprise Application Integration (EAI) to boost customer engagement and retention! Discover how strategic EAI implementation enhances personalized offer management, increases conversion rates, and reduces costs.",https://www.linkedin.com/in/vsrivangipuram/,,,,,Vamsi Srivangipuram_platform.png,https://youtu.be/SVsdcUDziwI,"management,integration,data-driven",
No,ai,Ankit Virmani,Data and Machine Learning Operations,Google,Namaswi Chandarana & Tina Gada,,,Intelligent Conversational System for Personalized EB-1A Guidance and Self-Discovery Using AI,"Revolutionize immigration with AI! Discover the EB1A Xpert BOT's cutting-edge tech and personalized guidance for extraordinary individuals. Learn about its innovative design, security, and future plans reshaping EB-1A applications. Explore the future of AI-driven immigration assistance!

Connect with [Namaswi Chandarana](https://www.linkedin.com/in/namaswi-chandarana/) & [Tina Gada](https://www.linkedin.com/in/tina-gada/)",https://www.linkedin.com/in/ankitvirmani/,,,,,Ankit Virmani & Namaswi Chandarana & Tina Gada_platform.png,https://youtu.be/xjrKGmYO2Qk,"conversational,personalized,ai",
No,ai,Nagarajan Madhavan,Mobile Platform Lead,Intuit,,,,Revolutionizing Customer Service with AI-Enhanced Chatbots,"Discover how AI-enhanced chatbots are revolutionizing customer service! Learn how these advanced bots provide 24/7 personalized support, drastically reduce response times, and continuously improve through machine learning.",https://www.linkedin.com/in/nagarajan-madhavan/,,,,,Nagarajan Madhavan_platform.png,,"customer,service,chatbots",
No,ai,Lav Kumar,Lead Member Of Technical Staff,Salesforce,,,,AI Disassembly for a Sustainable Circular Economy,"Unlock the future of sustainable manufacturing with our talk on AI-driven product disassembly! Learn how integrating AI, advanced sensors, and robotics transforms recycling, boosts material recovery by 50%, cuts waste, and fosters a circular economy. Join us to lead the charge in eco-innovation",https://www.linkedin.com/in/lav-kumar-79980723/,,,,,Lav Kumar_platform.png,https://youtu.be/zW-SXHxCgXk,"revolutionizing sustainability,economy",
No,ai,Yuriy Bezsonov,Senior Solutions Architect,AWS,,,,Kubernetes Deployment from Platform to API,Organizations that adopt Kubernetes aim to improve productivity and the developer experience when deploying applications. We will explore various perspectives on application deployment in Kubernetes and highlight the open-source tooling and AWS solutions that enable these advancements.,https://www.linkedin.com/in/yuriybezsonov/,,,,,Yuriy Bezsonov_platform.png,https://youtu.be/FsoXZFafvD0,"kubernetes,deployment,api",
No,automation,Murali Mallina,CTO,Softrams,,,,Building a Serverless GenAI Platform,"Natural language is the new programming language. It allows even non-technical people to create powerful generative AI applications. Learn how to build a safe, secure self-service GenAI platform that automates infrastructure, access control, guardrails, and observability for your teams.",https://www.linkedin.com/in/mkmurali/,@mkmurali,,,,Murali Mallina_platform.png,,"serverless,genai,platform",
No,automation,Romano Roth,Global Chief of DevOps,Zuhlke Group,,,,AI-Augmented DevOps with Platform Engineering,"Explore the fusion of AI with DevOps and platform engineering to automate workflows, enhance efficiency, and drive innovation. Learn about cutting-edge tools, practices, and future trends.",https://www.linkedin.com/in/romanoroth/,@RomanoRoth,,,,Romano Roth_platform.png,https://youtu.be/vryilssqP4I,"ai-augmented,devops,engineering",
No,building,Anna Heng Chi,Software Engineer,Amazon,,,,Building Efficient and Frugal Image Data Processing Pipelines,"Having trouble processing large datasets of images? Want to achieve lightning-fast image processing without breaking the bank? Let me walk you through creating data pipelines that are lean, mean, and optimized for speed and cost.",https://www.linkedin.com/in/hengchi,,,,,Anna Heng Chi_platform.png,https://youtu.be/NlnxbcQ69jE,"image,data,processing",
No,building,Victor Onyenagubom,Lecturer in Computing,Teesside University,,,,Beyond the Code: Building Cyber-Awareness in Platform Development Teams,"Take your platform development team's security mindset to the next level with ""Beyond the Code: Building Cyber-Awareness in Platform Development Teams."" Learn how to cultivate a culture of cyber-awareness, integrate best practices, and protect your platforms from modern threats. Empower your team!",https://www.linkedin.com/in/victor-onyenagubom/,,,,,Victor Onyenagubom_platform.png,https://youtu.be/hDrlsZSAiHg,"cyber-awareness,development,teams",
