Featured,Track,Name1,JobTitle1,Company1,Name2,JobTitle2,Company2,Title,Abstract,LinkedIn1,Twitter1,LinkedIn2,Twitter2,Slides,Picture,YouTube,Keywords,Duration
yes,,Pablo Chacin,Technical Lead Chaos Engineering,Grafana Labs / K6,,,,Shifting left chaos testing,"We all agree reliability is one of the most important features of any application. Then, why are we not routinely including reliability as part of the testing process? Why have we “shifted it to the right” relying (maybe too much) in chaos testing in production? Can we shift it back to the left?",https://www.linkedin.com/in/pablochacin/,@pablochacin,,,Conf42 Chaos Engineering 2023 - Pablo Chacin.pdf,ce_pablo_chacin.png,https://youtu.be/Lxtr9h0Xkqc,"shifting,left,chaos,testing",15
yes,,Benjamin Wilms,Co-Founder & CEO,Steadybit,,,,Reliability in the Face of Uncertainty,"Today's success of businesses depends on their systems' stability and reliability. Downtimes are painful: They cause you to lose the trust of your customers and cost your business money. Providing reliable services to your customers is essential to success. Despite the best efforts, the one sure thing about undesirable events like outages is that they will always occur, but the moment chooses you.

Waiting and hoping an outage will not occur is not a strategy. Benjamin how to deal with todays conditions in a proactive manner to improve your reliability and keep your customers happy.",https://www.linkedin.com/in/benjamin-wilms/,@MrBWilms,,,Conf42 Chaos Engineering 2023 - Benjamin Wilms.pdf,ce_benjamin_wilms.png,https://youtu.be/mdwAMxxKKRA,"reliability,uncertainty",30
yes,,Uma Mukkara,Head of Chaos Engineering,Harness,,,,Continuous Resilience with Chaos Engineering,"Chaos Engineering has been helping SREs in improving resilience for a while. The adoption has been growing so much that we are now seeing more patterns of usage of Chaos Engineering and one of them is use of chaos experiments across the board in the software delivery process. In this talk, I introduce the details and best practices of the pattern of developing and using chaos experiments in CD pipelines and Production by both developers and SREs through a collaborative that gives rise to a new concept in DevOps called Continuous Resilience. With the continuous resilience pattern in place, there is an opportunity to resolve the traditional issues in the implementation of chaos engineering such as low chaos coverage, dependency on developers by SREs etc. ",https://www.linkedin.com/in/uma-mukkara/,@Uma_Mukkara,,,Conf42 Chaos Engineering 2023 - Uma Mukkara.pdf,ce_uma_mukkara.png,https://youtu.be/8bUiFaPqRj8,"continuous,resilience",45
no,deep dive,Shay Lin,Staff Software Engineer,Confluent,,,,Streaming Aggregation on Cloud Scale Telemetry,"How does one serve telemetry metrics at cloud scale? At Confluent, raw telemetry is flowing in at 5 million metrics per second. This session will showcase how we tackled these challenges with Kafka Streams and Apache Druid.",https://www.linkedin.com/in/qiuxuanlin/,@QiuxuanL,,,Conf42 Chaos Engineering 2023 - Shay Lin.pdf,ce_shay_lin.png,https://youtu.be/4FqrMgPTA1s,"streaming,aggregation,cloud,scale,telemetry",
no,deep dive,Samuel Baruffi,Senior Solutions Architect,AWS,,,,Cloud Chaos Engineering with AWS Fault Injection Simulator (FIS),"AWS Fault Injection Simulator (FIS) is a fully managed service for running fault injection experiments to improve an application’s performance, observability, and resiliency. Learn how you can use it to improve resiliency and availability of your workloads. ",https://www.linkedin.com/in/samuelbaruffi/,@SamuelBaruffi,,,Conf42 Chaos Engineering 2023 - Samuel Baruffi.pdf,ce_samuel_baruffi.png,https://youtu.be/R23q51wkvY4,"cloud,aws,fault,injection,simulator,fis",
no,deep dive,Tomasz Manugiewicz,General Manager,Grand Parade / William Hill,,,,Trust Driven Development - DevOps transformation in practice,"Are you curious what is the secret source of DevOps? Would you like to know how to transform your organization towards DevOps?

We all know that Software Development Lifecycle can be a complicated process. We are usually good at identifying bottlenecks and we have tools like Value Stream Mapping to visualize them. We are often able to remove some of the berries by adjusting the process itself. There are also some impediments that can only be removed by building trust across teams. During my talk, I will shine the light on how to build trust between these teams, break the silos and accelerate the delivery of our product.",https://www.linkedin.com/in/tomaszmanugiewicz/,,,,Conf42 Chaos Engineering 2023 - Tomasz Manugiewicz.pdf,ce_tomasz_manugiewicz.png,https://youtu.be/gRbhNHO0jRk,"trust,driven,development,devops,transformation,practice.",
no,deep dive,Jintao Zhang,Technical Expert, API7.AI,,,,Building a more robust Apache APISIX Ingress controller with Litmus Chaos,"Both Litmus and APISIX Ingress are very active open-source projects. Combining these two projects, we have completed many exciting Chaos experiments and built a more robust project.",https://www.linkedin.com/in/jintao-zhang-402645193/,@zhangjintao9020,,,Conf42 Chaos Engineering 2023 - Jintao Zhang.pdf,ce_jintao_zhang.png,https://youtu.be/EstawZAVaVo,"building,robust,apache,apisix,ingress,controller,litmus,chaos",
no,deep dive,Chris Nesbitt-Smith,Consultant,UK Government,,,,"Pod Security Policy is Dead, Long Live...?","What are Pod Security Policies? What do you mean, they are deprecated? What am I going to do?!",https://www.linkedin.com/in/cnesbittsmith/,@chrisns,,,Conf42 Chaos Engineering 2023 - Chris Nesbitt-Smith.pdf,ce_chris_nesbitt-smith.png,https://youtu.be/bpj5bRAJ2J0,"pod,security,policy",
no,lessons learned,Yury Nino,Cloud Infrastructure Engineer,Google,,,,Why Chaos Engineering Documents Matter?,"The software documentation is a key communication medium regarding the decisions on the project, and this includes the experiments with Chaos Engineering. Since CE is still a new discipline, there are not a framework about how we should document the discipline. In this talk I am goin to present one.",https://www.linkedin.com/in/yurynino/,@yurynino,,,Conf42 Chaos Engineering 2023 - Yury Nino.pdf,ce_yury_nino.png,https://youtu.be/c8umhENDV6g,"documents,matter",
no,lessons learned,Shirisha Vivekanand,Solutions Architect,AWS,,,,Building Resilience through Chaos Engineering,"In this session, I will introduce you to What, Why and How of Chaos Engineering. I will dive deep into the principles behind Chaos Engineering and how to keep your micro services architectures up and running. How to apply these principles in the context of cloud applications using AWS Services.",https://www.linkedin.com/in/shirisha-vivekanand-8b88a68/,,,,Conf42 Chaos Engineering 2023 - Shirisha Vivekanand.pdf,ce_shirisha_vivekanand.png,https://youtu.be/lpm2IK0N1nQ,"building,resilience",
