Featured,Track,Name1,JobTitle1,Company1,Name2,JobTitle2,Company2,Title,Abstract,LinkedIn1,Twitter1,LinkedIn2,Twitter2,Slides,Picture,YouTube,Keywords,Duration
No,ai,Anirudha Karandikar,Principal Software Engineer,T-Mobile,,,,Leveraging Generative AI for Effective API Sprawl Management in Enterprise Microservices Architectures,"Struggling with API sprawl? Discover how generative AI can revolutionize API governance! Learn how to cut API duplication by 50%, improve quality by 30%, and boost productivity by 60%. This talk unveils a transformative blueprint for creating a streamlined, secure, and AI-empowered API ecosystem.",https://www.linkedin.com/in/anirudha-karandikar-024647a8/,,,,,Anirudha Karandikar_incident.png,,"5. generative,api,microservices",
No,ai,Arsalan Sheikh,Treasury & Capital Markets,Finastra,,,,Using AI & Python to Prototype Financial Analysis Solutions,"I leverage the power of AI and Python to rapidly build prototypes for financial analysis solutions. If you're interested in streamlining your financial analysis process, let's chat!",https://www.linkedin.com/in/aisheikh/,,,,,Arsalan Sheikh_incident.png,,"7. ai,python,financial",
No,ai,Prakash Raj Ojha,Software Architect Technical Lead,BNY,,,,AI-Driven Code Review and Quality Assurance: Transforming Software Development with Intelligent Automation,"Discover how AI and ML are transforming software development and QA! This talk unveils how AI-driven tools slash code review time by 75%, boost defect detection by 50%, and enhance testing efficiency. Learn to adopt AI in your workflow for faster, higher-quality software and a leap in innovation.",https://www.linkedin.com/in/prakash-ojha-2192ab29/,,,,,Prakash Raj Ojha_incident.png,,"33. code,review,automation",
No,ai,Rajesh Kolli,,ykunt inc,,,,AI-Driven Innovations in Utility Operations: Enhancing Incident Management and Operational Efficiency,"Discover how AI is revolutionizing utility operations! Learn how predictive analytics, real-time data, and AI-driven insights slash downtime, boost grid stability, and elevate customer experience. Explore a groundbreaking case study and emerging trends that promise a 40% efficiency leap by 2025!",,,,,,astronaut_incident.png,,"36. ai,utility,operations",
No,ai,Spiros Economakis,Director of Product Operations,Mattermost,,,,Empowering SRE teams and incident management with AI,"In today’s fast-changing tech world, GenAI helps improve incident management by making it easier to detect, respond to, and resolve problems quickly. This session focuses on how GenAI empowers SRE teams to identify issues, automate tasks, and reduce downtime, leading to faster incident resolution.",https://www.linkedin.com/in/spirosoik/,@spirosoik,,,,Spiros Economakis_incident.png,,"44. sre,ai,empowering",
No,ai,Sravan Yella,CRM Engineering Leader,Hewlett Packard,,,,Ethical AI in Marketing: Balancing Innovation and Integrity in Incident Management,"Unlock the potential of AI in marketing while mastering ethical practices! Discover how to balance innovation with integrity, address privacy concerns, and combat algorithmic bias. Learn actionable strategies to enhance customer trust and compliance. Transform your marketing approach responsibly!",,,,,,Sravan Yella_incident.png,,"45. ethical,marketing,innovation",
No,ai,Sunandan Barman,Production Engineer,Meta,Shraddha Kulkarni,Software Engineer ML,Meta,Debugging in the ML/AI Space: Strategies for Upcoming Talents,"In this talk, we’ll explore proven strategies in debugging issues in the ML/AI space for upcoming talents. From foundational concepts to practical skills, learn how to shape their growth, foster problem-solving abilities, and prepare them for real-world AI challenges.",https://www.linkedin.com/in/sunandanbarman/,,https://www.linkedin.com/in/shraddha-k27/,,,Sunandan Barman_incident.png,,"46. debugging,ml,strategies",
No,ai,Indika Wimalasuriya,Associate Director / Senior Systems Engineering Manager,Virtusa,,,,AIOps in AWS: Choosing the Best Approach for Predictive Maintenance,"Transform your IT operations with AIOps in AWS! Discover how leveraging observability tools, data lakes, and AI-driven automation can revolutionize predictive maintenance. Learn to optimize performance, reduce downtime, and align IT with business goals for seamless, scalable operations.",https://www.linkedin.com/in/indika-wimalasuriya/?originalSubdomain=lk,,,,,Indika Wimalasuriya_incident.png,,"17. aiops,aws,maintenance",
No,ai,Praveen Kumar,Practice Lead,AllianzLife,,,,Revolutionizing Life and Annuities: The Impact of AI and ML on Claims Processing and Consumer Behavior Analysis,"Discover how AI and ML are revolutionizing the Life and Annuities industry! Learn how automated claims processing slashes costs by 40% and boosts accuracy to 80%, while predictive analytics drive 30% higher customer retention. Unveil actionable insights to transform your insurance strategy!",https://www.linkedin.com/in/praveen-kumar-86b0bb17b/,,,,,astronaut_incident.png,,"34. life,annuities,ai",
No,ai,Anandakumar Kumaravelu,,"Sada Systems, Inc",,,,Leveraging AI-Driven Insights for Incident Management: Enhancing Customer Retention through Strategic Personalization,"Unlock the future of incident management with AI-powered personalization! Discover how leading e-commerce platforms boosted customer retention by 22% and coupon redemption by 37%. Learn actionable strategies to enhance customer satisfaction, drive loyalty,.",,,,,,astronaut_incident.png,,"4. ai,retention,personalization",
No,architecture,Arpit Gaur,Principal Engineer,Microsoft,,,,Implementing SOLID Principles for Effective Code Architecture,"SOLID principles are the foundation of clean, maintainable code. My talk shows you how to apply them in real-world projects, creating software that's adaptable, scalable, and easy to work with.",https://www.linkedin.com/in/gaurarpit,,,,,Arpit Gaur_incident.png,,"6. solid,principles,architecture",
No,architecture,Rob Quiros,Founder,Caber Systems,,,,A New Architecture to Free Incident Responders from False Positives,"Security tools base detection on ""protect the conduit to protect the data inside"".  But can we trust correlation between APIs and data? High false positive rates that are killing SOC teams.  A new approach is presented that avoids correlation to maximize real incident to false positive ratio.",https://www.linkedin.com/in/robquiros/,,,,,Rob Quiros_incident.png,,"39. architecture,false,positives",
No,architecture,Samikya Reddy,Principal Application Security Engineer,Caterpillar,,,,Revolutionizing Incident Management with Zero Trust Architecture: A Data-Driven Approach to Mitigating Cyber Threats,"Discover how Zero Trust Architecture is transforming incident management and reshaping cybersecurity! Learn how ZTA principles like ""never trust, always verify"" and cutting-edge technologies like AI and blockchain can slash threat response times and reduce breaches.",,,,,,astronaut_incident.png,,"41. zero,trust,cyber",
No,architecture,Zamira Jaupaj,Community Leader,AWS,,,,From Problem Solvers to Innovators: The New Role of Solutions Architects in the Age of AI,Discover how AI has transformed Solutions Architects from problem solvers to innovators and strategic thinkers. This session will highlight the new dimensions added to the role by AI technologies.,https://www.linkedin.com/in/zamirajaupaj/,@zamirajaupaj,,,,Zamira Jaupaj_incident.png,,"51. solvers,innovators,architects",
No,cloud,Raghavendra Sreenivas Murthy,Database Architect,Oracle America Inc,,,,Enhancing Incident Management through Strategic Multi-Cloud Architectures,"Unlock the secrets to mastering incident management in multi-cloud environments! Discover how strategic multi-cloud architectures can slash downtime by 93% and reduce costs by up to 90%. Learn actionable strategies to optimize performance, enhance resilience",,,,,,astronaut_incident.png,,"35. incident,multi-cloud,architectures",
No,cloud,Arvind Akula,Staff Software Engineer,Guaranteed Rate,,,,Revolutionizing Incident Management with Cloud Technologies and Java,"Discover how cloud technologies and Java can revolutionize your incident management! Learn how microservices, serverless computing, and CI/CD integration reduce downtime, speed up incident response, and boost scalability by 78%. Unlock the future of resilient, scalable incident handling!",https://www.linkedin.com/in/arvindkumarakula/,,,,,Arvind Akula_incident.png,,"9. incident,cloud,java",
No,cloud,Mahesh Thoutam,Senior Business Intelligence Developer,FM Global,,,,Optimizing Incident Management in Azure Cloud Migrations: Best Practices and Pitfalls to Avoid,"Unlock the secrets to a smooth Azure cloud migration with top strategies for proactive incident management! Learn how to reduce downtime, enhance compliance, and cut costs by 50% using automation and real-time monitoring. Master your migration journey and ensure seamless cloud operations!",https://www.linkedin.com/in/mahesh-t-90a5a3145/,,,,,Mahesh Thoutam_incident.png,,"23. incident,azure,cloud",
No,cloud,Karthik Jataprole,,Workday Inc,,,,Automating Cloud Security Infrastructure Deployment: Leveraging Terraform and Chef for Efficient Incident Management,"Discover how to supercharge your cloud security with Terraform and Chef! In this fast-paced session, we’ll dive into automating security infrastructure, streamlining incident management, and overcoming real-world challenges. Unlock the future of cloud security automation—don’t miss it!",,,,,,Karthik Jataprole_incident.png,,"19. cloud,terraform,chef",
No,cloud,Lakshmi Gogula,Senior Software Engineer,Costco IT,,,,"Digitalizing SAP HR: Migrating Legacy Systems to a Secure, Fiori-Based, User-Centric Experience","Discover how a transformative migration of SAP HR to a Fiori-based framework revolutionized user experience, boosting engagement by 40% and reducing errors by 35%. Learn innovative solutions like interactive forms and automated workflows",https://www.linkedin.com/in/lgogula/,,,,,Lakshmi Gogula_incident.png,,"22. sap,migrating,legacy",
No,culture,Jenny Salem,Product Marketing,Port,,,,Incident response for the rest of us,"This talk reveals how to empower engineers across your organization – yes, yes, even front-end engineers! – to confidently tackle incidents. Learn how to transform a developer portal into a self-service incident response hub.",https://www.linkedin.com/in/jenny-salem-52a559/,,,,,Jenny Salem_incident.png,,"18. incident,response,us",
No,data,VijayaAshwin Jagadeesan,Technical Architect,,,,,"Transforming Incident Management in Healthcare IT: Leveraging AI, Data Analytics, and Cloud Solutions","Discover how AI, predictive analytics, and cloud solutions are revolutionizing incident management in healthcare IT! This talk will show you how to prevent system failures, boost operational efficiency, and ensure secure, seamless care.",,,,,,astronaut_incident.png,,"48. healthcare,ai,cloud",
